gene	cor	p	phase
ENSG00000064961	0.240324461424462	4.43293045005232e-13	M
ENSG00000029993	0.282690335867287	1.04871817764729e-17	M
ENSG00000072571	0.588490085564759	1.71515363716865e-83	M
ENSG00000127483	0.156442535043064	2.95973020646069e-06	M
ENSG00000109971	0.339513663151867	2.74269647793202e-25	M
ENSG00000142945	0.572257876454868	4.8836627136839e-78	M
ENSG00000170759	0.398262186505754	5.61752048529827e-35	M
ENSG00000118193	0.628291953978405	2.90516277032369e-98	M
ENSG00000138182	0.570504735873157	1.81872013067925e-77	M
ENSG00000143815	0.353983208223226	1.7207195837283e-27	M
ENSG00000160789	0.150226216884816	7.26729270052731e-06	M
ENSG00000104738	-0.0632077630692018	0.0603098677374201	M
ENSG00000129534	0.397118902068578	9.07104822373438e-35	M
ENSG00000148773	0.596620351135018	2.42269817993204e-86	M
ENSG00000204899	0.452929888371547	6.28087993917213e-46	M
ENSG00000010292	0.37582580796717	4.86969920640465e-31	M
ENSG00000110713	0.30791025707364	7.22081384798725e-21	M
ENSG00000137804	0.583835304938217	6.75980925553626e-82	M
ENSG00000136811	0.176732370758411	1.23066665954101e-07	M
ENSG00000168078	0.57801460426575	6.15590341442391e-80	M
ENSG00000165494	0.256605509266627	9.28058379436221e-15	M
ENSG00000166851	0.58067622788662	7.91114158099373e-81	M
ENSG00000196313	0.223302184134116	1.88294847769519e-11	M
ENSG00000204569	0.134983723083575	5.67058047805386e-05	M
ENSG00000161542	0.18198098495947	5.0771819179304e-08	M
ENSG00000068489	0.493979539882347	1.43872357562895e-55	M
ENSG00000157778	0.0245828923132194	0.465403595177476	M
ENSG00000112245	0.206632882151745	5.57513574225501e-10	M
ENSG00000136045	0.12630833985499	0.000166420889937276	M
ENSG00000108384	0.151827826423564	5.78527789992419e-06	M
ENSG00000100401	0.292466684295077	6.79548776359515e-19	M
ENSG00000265241	0.29821951529623	1.29105861182878e-19	M
ENSG00000070423	0.229605811253601	4.86270044583487e-12	M
ENSG00000110315	0.1449361335525	1.51824022362507e-05	M
ENSG00000205937	0.113833436147657	0.000697017292877319	M
ENSG00000160214	0.250189179772669	4.40296297400391e-14	M
ENSG00000086475	0.224053216882305	1.6058431349525e-11	M
ENSG00000116560	0.37273957743175	1.6053807751135e-30	M
ENSG00000171241	0.417427414192488	1.37226656905564e-38	M
ENSG00000099956	0.156909346130817	2.76271839404949e-06	M
ENSG00000066117	0.0485465304845203	0.149245906549575	M
ENSG00000115306	0.136291341321448	4.79329374067413e-05	M
ENSG00000112081	0.236191432441763	1.13200842641006e-12	M
ENSG00000013810	0.472234415182042	2.67659167746187e-50	M
ENSG00000054118	0.0928479193532001	0.00573376131837663	M
ENSG00000149483	0.306996489378412	9.52129050072688e-21	M
ENSG00000083312	0.0722670863904085	0.0316800626817867	M
ENSG00000025772	0.193810623100413	6.26896483223443e-09	M
ENSG00000088325	0.646172476998801	1.26117630469749e-105	M
ENSG00000071539	0.343533625123027	6.88380628651699e-26	M
ENSG00000074319	0.147837056833161	1.0168187761891e-05	M
ENSG00000211460	0.262709016311928	2.02641228463369e-15	M
ENSG00000188229	0.567243151498438	2.0559357939993e-76	M
ENSG00000115514	0.194609507315357	5.41681345730693e-09	M
ENSG00000198431	-0.0363035826714405	0.280939484509788	M
ENSG00000109332	0.157880369861919	2.39238179698694e-06	M
ENSG00000058056	0.299834977555973	8.04354780584461e-20	M
ENSG00000156256	0.184155909300968	3.49109884209477e-08	M
ENSG00000109046	0.224330623181304	1.51392496298825e-11	M
ENSG00000128245	0.123531537433249	0.000231620220175639	M
ENSG00000005889	0.21418451163995	1.24320254201807e-10	M
ENSG00000010244	0.280031539797809	2.1668994853472e-17	M
ENSG00000173744	0.249227277019621	5.53970383408287e-14	M_G1
ENSG00000170776	0.139345046392394	3.21801748790831e-05	M_G1
ENSG00000123505	0.2338927176012	1.8923385900905e-12	M_G1
ENSG00000143401	0.284475171088904	6.41450886977622e-18	M_G1
ENSG00000169604	0.110255269272995	0.00102526006640838	M_G1
ENSG00000132640	0.220043110939468	3.73242508013341e-11	M_G1
ENSG00000122565	0.159984674945994	1.7461507024559e-06	M_G1
ENSG00000070831	-0.0320301591347575	0.341491858680953	M_G1
ENSG00000100526	0.300813423203434	6.03043629770229e-20	M_G1
ENSG00000143771	0.20301515174588	1.12156833539364e-09	M_G1
ENSG00000198730	0.203679624232984	9.87384435021066e-10	M_G1
ENSG00000150316	0.281620340401884	1.40575205828484e-17	M_G1
ENSG00000104671	0.283145349655711	9.25503885444608e-18	M_G1
ENSG00000182108	0.142970111017117	1.98359605264493e-05	M_G1
ENSG00000130826	0.289312683022447	1.66238405203514e-18	M_G1
ENSG00000105993	0.291783219881279	8.25704750546886e-19	M_G1
ENSG00000096696	0.226467654326884	9.58890628523504e-12	M_G1
ENSG00000088986	0.301161930934953	5.44094943170897e-20	M_G1
ENSG00000151247	0.29167081048336	8.52545599693585e-19	M_G1
ENSG00000160767	0.185137216802486	2.94395366343006e-08	M_G1
ENSG00000133393	0.259098244549938	5.00918480011781e-15	M_G1
ENSG00000114416	0.24047863085851	4.27912419598816e-13	M_G1
ENSG00000145907	0.257057001665211	8.30390111398412e-15	M_G1
ENSG00000078369	0.186949326646693	2.1437512157913e-08	M_G1
ENSG00000109519	0.292425227079539	6.8763671839275e-19	M_G1
ENSG00000103342	0.255022163476522	1.36833261374434e-14	M_G1
ENSG00000125484	0.254529906818756	1.54304452866074e-14	M_G1
ENSG00000100644	0.247807922177808	7.76053027776874e-14	M_G1
ENSG00000064961	0.142211829339151	2.1970148122139e-05	M_G1
ENSG00000109971	0.299284109155233	9.45514745783969e-20	M_G1
ENSG00000143621	0.295348103851297	2.9716977631509e-19	M_G1
ENSG00000171988	0.138973616067174	3.37932493328147e-05	M_G1
ENSG00000170759	0.402345535106081	9.9901316638608e-36	M_G1
ENSG00000108424	0.0747144084529265	0.0263251464407127	M_G1
ENSG00000133703	0.316950782070779	4.43913203289019e-22	M_G1
ENSG00000155506	0.258620633861074	5.64030018201363e-15	M_G1
ENSG00000174720	0.244875571990002	1.54688690255574e-13	M_G1
ENSG00000121931	0.201680261386265	1.44688222144584e-09	M_G1
ENSG00000145220	0.347450554762919	1.75535023149986e-26	M_G1
ENSG00000123562	0.354715661418224	1.32170426269181e-27	M_G1
ENSG00000115364	0.20217428128619	1.31700494141714e-09	M_G1
ENSG00000122140	0.371155611477319	2.94649372616011e-30	M_G1
ENSG00000204568	0.249922181157965	4.69324237523011e-14	M_G1
ENSG00000188895	0.252038495135311	2.82356457844988e-14	M_G1
ENSG00000105887	0.130328843824619	0.000101885140580982	M_G1
ENSG00000162599	0.143477824062087	1.85187974322297e-05	M_G1
ENSG00000141905	0.154542376585586	3.90956504059082e-06	M_G1
ENSG00000069275	0.38861559833555	3.02101421396119e-33	M_G1
ENSG00000108256	0.309445537240963	4.52717816647278e-21	M_G1
ENSG00000136811	0.238717417054098	6.39611256149271e-13	M_G1
ENSG00000054277	0.176922734308609	1.19231723520963e-07	M_G1
ENSG00000111845	0.302916533608063	3.23469332797338e-20	M_G1
ENSG00000168078	0.382451971903056	3.59876208676831e-32	M_G1
ENSG00000165494	0.276685997306728	5.34066651842385e-17	M_G1
ENSG00000105355	0.209355228607802	3.26689435222035e-10	M_G1
ENSG00000113575	0.316358756757749	5.3444668186977e-22	M_G1
ENSG00000221914	0.252910224232319	2.28719431067897e-14	M_G1
ENSG00000198901	0.405821608038166	2.25344817201897e-36	M_G1
ENSG00000159335	0.0399615326117883	0.235253358961973	M_G1
ENSG00000164611	0.357081376012627	5.61064619334821e-28	M_G1
ENSG00000164754	0.247778046002049	7.81561632049788e-14	M_G1
ENSG00000132341	0.400423356561113	2.25899027537874e-35	M_G1
ENSG00000106615	0.297270687663155	1.70230559170565e-19	M_G1
ENSG00000142541	0.0258232391875157	0.443187590323882	M_G1
ENSG00000196950	0.209125043902187	3.41888530755923e-10	M_G1
ENSG00000169371	0.316700499816021	4.80172143449177e-22	M_G1
ENSG00000112081	0.317900651626947	3.29299739541043e-22	M_G1
ENSG00000118007	0.163292816938833	1.05564287285554e-06	M_G1
ENSG00000135316	0.22370330738274	1.72959456158513e-11	M_G1
ENSG00000273841	0.116875736409715	0.000497705329113042	M_G1
ENSG00000113649	0.247489698839346	8.36738731661218e-14	M_G1
ENSG00000149483	0.348431260148839	1.24294518588682e-26	M_G1
ENSG00000198900	0.354313550359109	1.52782194076554e-27	M_G1
ENSG00000135451	0.26059932059895	3.44436118393708e-15	M_G1
ENSG00000102804	0.232656253119181	2.48917960659846e-12	M_G1
ENSG00000109332	0.207307277345832	4.88707071428419e-10	M_G1
ENSG00000035403	0.156352067036771	2.99943676422662e-06	M_G1
ENSG00000171475	0.179978333176693	7.1396067392482e-08	M_G1
ENSG00000113645	0.221824191090067	2.57141562264337e-11	M_G1
ENSG00000100811	0.147457761488063	1.07199975096862e-05	M_G1
ENSG00000178951	0.221785020244788	2.59266261790345e-11	M_G1
ENSG00000155329	0.237058095189588	9.31334397063581e-13	M_G1
ENSG00000172466	0.281230495652734	1.56362956974024e-17	M_G1
ENSG00000162702	0.280071932342416	2.14326578537571e-17	M_G1
ENSG00000142684	0.250643281890849	3.94922126080001e-14	M_G1
