"cx" "sd" "size" "expr_size" "expr"
"521" "COM_2492" 0.29967011755245 3 1 "no"
"522" "COM_2494" 1.01757053371907 5 0 "no"
"523" "COM_2495" 0.198448233184236 6 3 "no"
"524" "COM_2496" 0.20383349260378 3 2 "expr"
"525" "COM_2497" 0.249751801618536 4 1 "no"
"526" "COM_2498" 0.136914908112182 5 4 "expr"
"527" "COM_2499" 0.100717384167026 5 2 "no"
"528" "COM_25" 0.815126373601111 4 0 "no"
"529" "COM_250" 0.457140508227109 3 0 "no"
"530" "COM_2500" 0.556432114591968 3 0 "no"
"531" "COM_2501" 0.540391251598709 20 5 "no"
"532" "COM_2503" 0.849385885219241 3 0 "no"
"533" "COM_2504" 0.857775229554051 3 1 "no"
"534" "COM_2505" 0.262595809762437 3 1 "no"
"535" "COM_2506" 0.0741687327694157 3 0 "no"
"536" "COM_2507" 0.0337948152954255 3 0 "no"
"537" "COM_251" 0.382031645071542 5 0 "no"
"538" "COM_2511" 0.199881181328447 10 3 "no"
"539" "COM_2512" 0.560978099292508 20 4 "no"
"540" "COM_2513" 0.315727436991717 3 1 "no"
"541" "COM_2514" 0.186295143665499 3 1 "no"
"542" "COM_2515" 1.3294640184576 3 0 "no"
"543" "COM_252" 0.251136943267424 6 2 "no"
"544" "COM_2522" 0.114762059473725 3 0 "no"
"545" "COM_253" 0.763792276296204 4 0 "no"
"546" "COM_2546" 0.346764907107866 8 3 "no"
"547" "COM_2547" 0.276529245113032 15 5 "no"
"548" "COM_2548" 0.327472764662907 27 9 "no"
"549" "COM_2549" 0.399373019679759 3 0 "no"
"550" "COM_255" 0.0734220359616621 4 1 "no"
"551" "COM_2550" 0.284768173564651 3 1 "no"
"552" "COM_2551" 0.36131411947954 14 6 "no"
"553" "COM_2552" 0.330430896695288 3 0 "no"
"554" "COM_2553" 0.365488487265524 14 5 "no"
"555" "COM_2554" 0.800963811265866 7 2 "no"
"556" "COM_2555" 0.266470254584706 16 6 "no"
"557" "COM_2556" 0.433482892642481 10 3 "no"
"558" "COM_2558" 0.207476572311999 3 1 "no"
"559" "COM_2559" 0.214917383547369 3 1 "no"
"560" "COM_2560" 0.324222290446031 3 2 "expr"
"561" "COM_2561" 0.263934158519523 7 0 "no"
"562" "COM_2562" 0.394187881104851 4 1 "no"
"563" "COM_2563" 0.233870984184365 6 1 "no"
"564" "COM_2565" 0.0737821786347605 3 0 "no"
"565" "COM_2566" 1.06340962056049 3 2 "expr"
"566" "COM_2567" 1.03193052077876 3 1 "no"
"567" "COM_257" 1.32148748424926 3 0 "no"
"568" "COM_2570" 0.615340234518352 3 0 "no"
"569" "COM_2571" 0.182804882305469 3 1 "no"
"570" "COM_2572" 0.443011234804869 4 1 "no"
"571" "COM_2573" 0.0772025304444815 3 2 "expr"
"572" "COM_2574" 0.114075284767717 3 1 "no"
"573" "COM_2577" 0.225997729821331 3 0 "no"
"574" "COM_2578" 0.260523876301564 3 1 "no"
"575" "COM_2579" 0.247935603213422 3 1 "no"
"576" "COM_258" 1.12668650102419 3 0 "no"
"577" "COM_2580" 0.225500800291075 3 0 "no"
"578" "COM_2581" 0.261947307029048 3 1 "no"
"579" "COM_2582" 0.252475559741554 3 0 "no"
"580" "COM_2583" 0.218208230719723 3 1 "no"
"581" "COM_2584" 0.205235744355487 3 1 "no"
"582" "COM_2587" 0.116123107358414 3 1 "no"
"583" "COM_2588" 0.15973116764134 6 2 "no"
"584" "COM_2589" 0.171685339607922 3 1 "no"
"585" "COM_259" 1.04861182517049 3 1 "no"
"586" "COM_2590" 0.310452600497776 3 1 "no"
"587" "COM_2591" 0.0455722025000862 3 1 "no"
"588" "COM_2592" 0.217585192922302 3 0 "no"
"589" "COM_2597" 0.924967333579421 3 0 "no"
"590" "COM_2600" 0.380749522096816 3 1 "no"
"591" "COM_2601" 0.30202007418666 3 0 "no"
"592" "COM_2602" NA 2 0 "no"
"593" "COM_2603" NA 3 1 "no"
"594" "COM_2604" 0.571070069272056 6 2 "no"
"595" "COM_2605" 0.322687409753711 3 1 "no"
"596" "COM_2606" 0.567893670165206 3 0 "no"
"597" "COM_2607" 0.410835937468429 3 1 "no"
"598" "COM_2608" 0.602764502813947 3 1 "no"
"599" "COM_2609" 0.175832838714944 3 1 "no"
"600" "COM_2610" 0.627135132200218 4 1 "no"
"601" "COM_2611" 1.10769027235077 4 2 "no"
"602" "COM_2612" 0.275102060299334 4 3 "expr"
"603" "COM_2613" 0.271146327105062 4 2 "no"
"604" "COM_2614" 0.205991581315308 3 1 "no"
"605" "COM_2615" 0.259420390388493 5 2 "no"
"606" "COM_2616" 0.1398879493544 3 1 "no"
"607" "COM_2617" 1.26740805691024 3 1 "no"
"608" "COM_2618" 0.203851845023631 4 1 "no"
"609" "COM_262" 0.531862220729182 3 1 "no"
"610" "COM_2628" 0.933468181666798 3 2 "expr"
"611" "COM_2629" 0.142928218650195 3 1 "no"
"612" "COM_263" 0.263270870522397 3 0 "no"
"613" "COM_2630" 0.860500844207536 10 4 "no"
"614" "COM_2631" 0.796745782522774 11 2 "no"
"615" "COM_2632" 0.533294064880001 3 1 "no"
"616" "COM_2633" 0.666077677489984 25 6 "no"
"617" "COM_2634" 0.292353441227421 4 1 "no"
"618" "COM_2635" 0.250429816205847 4 1 "no"
"619" "COM_2636" 0.228022999194247 3 1 "no"
"620" "COM_2638" 0.568888397976048 4 0 "no"
"621" "COM_2639" 0.747540994035373 4 0 "no"
"622" "COM_264" 0.418149243771942 3 0 "no"
"623" "COM_2641" 0.545601412195725 3 0 "no"
"624" "COM_2642" 0.233412834592576 4 1 "no"
"625" "COM_2645" 0.69862860293379 8 2 "no"
"626" "COM_2646" 0.076802684403039 4 1 "no"
"627" "COM_2647" 0.270957427378304 5 1 "no"
"628" "COM_2648" 0.236556792198486 6 2 "no"
"629" "COM_2649" 0.155633684079704 3 1 "no"
"630" "COM_265" 0.188603944293709 6 2 "no"
"631" "COM_2650" 0.134309721568624 3 0 "no"
"632" "COM_2651" NA 1 0 "no"
"633" "COM_2652" 0.317455187939049 4 0 "no"
"634" "COM_2653" 0.141371980971097 4 2 "no"
"635" "COM_2657" 0.118288032716753 4 2 "no"
"636" "COM_2658" 0.120789256707238 4 2 "no"
"637" "COM_2659" 0.100717384167026 5 2 "no"
"638" "COM_266" 0.168384336231658 3 0 "no"
"639" "COM_2660" 0.190674716614279 3 2 "expr"
"640" "COM_2661" 0.271179614776446 3 1 "no"
"641" "COM_2663" 0.00712593688696884 2 0 "no"
"642" "COM_2666" 0.692458046868707 3 2 "expr"
"643" "COM_2667" 0.31964537344144 4 1 "no"
"644" "COM_267" 0.194641587255601 3 0 "no"
"645" "COM_2673" 0.0375135521846787 3 0 "no"
"646" "COM_2674" 0.15772949269979 3 2 "expr"
"647" "COM_2676" 0.121621719492288 3 1 "no"
"648" "COM_2677" 0.231126071929154 9 4 "no"
"649" "COM_2678" 0.266353321599908 3 1 "no"
"650" "COM_2680" 0.0655524632694232 5 2 "no"
"651" "COM_2681" 0.252585955312605 3 2 "expr"
"652" "COM_2683" 0.278142187862179 4 2 "no"
"653" "COM_2684" 0.628814305753327 13 2 "no"
"654" "COM_2685" 0.248043632542968 3 0 "no"
"655" "COM_2686" 0.163764577638203 3 2 "expr"
"656" "COM_2687" 0.226588023320287 6 3 "no"
"657" "COM_2688" 0.47855404749003 20 9 "no"
"658" "COM_2689" 0.110258506843395 3 2 "expr"
"659" "COM_269" 0.512392611899554 4 1 "no"
"660" "COM_2690" 0.711587290177784 5 1 "no"
"661" "COM_2691" 0.0402040235901482 3 2 "expr"
"662" "COM_2692" 0.771934058470067 5 2 "no"
"663" "COM_2694" 0.089153361676428 3 1 "no"
"664" "COM_2695" 0.253990817742304 30 9 "no"
"665" "COM_2696" 0.562386551274215 12 5 "no"
"666" "COM_2697" 0.185162616092387 7 1 "no"
"667" "COM_2698" 0.204644348013128 3 1 "no"
"668" "COM_2699" 0.162120051047095 3 1 "no"
"669" "COM_270" 0.763458040881048 3 2 "expr"
"670" "COM_2700" 0.192388911527353 3 1 "no"
"671" "COM_2702" 0.575180250193954 3 0 "no"
"672" "COM_2703" 0.591290406372834 4 0 "no"
"673" "COM_2704" 0.694674402117074 3 0 "no"
"674" "COM_2705" 0.637213543921878 3 0 "no"
"675" "COM_2706" 0.704810979900767 3 0 "no"
"676" "COM_2707" 0.11456542135973 3 0 "no"
"677" "COM_271" 0.830918506016951 3 2 "expr"
"678" "COM_2710" 0.265182426547463 4 2 "no"
"679" "COM_2711" 0.0966852230847167 3 0 "no"
"680" "COM_2713" 0.576690392846497 3 1 "no"
"681" "COM_2714" 0.332891474840033 3 1 "no"
"682" "COM_2715" 0.524141004154176 3 1 "no"
"683" "COM_2716" 0.285067254063491 3 0 "no"
"684" "COM_2717" 0.266346078406356 3 1 "no"
"685" "COM_2718" 0.750944982522509 3 0 "no"
"686" "COM_2720" 0.208406797615412 3 1 "no"
"687" "COM_2721" 0.377542771847123 36 10 "no"
"688" "COM_2723" 0.151214195379033 7 2 "no"
"689" "COM_2724" 0.0803662674747887 3 1 "no"
"690" "COM_2727" 1.33994094703989 3 0 "no"
"691" "COM_2729" 0.229636630911776 6 1 "no"
"692" "COM_2730" 0.298664578594164 5 2 "no"
"693" "COM_2731" 0.218940632975688 3 0 "no"
"694" "COM_2732" 0.197078245135094 4 0 "no"
"695" "COM_2734" 0.360821377887222 3 0 "no"
"696" "COM_2736" 1.03709810053513 3 0 "no"
"697" "COM_2738" 0.427240574469444 3 0 "no"
"698" "COM_2739" 0.352229591884206 3 0 "no"
"699" "COM_274" 0.171629188400994 3 2 "expr"
"700" "COM_2740" 0.351977237350296 3 0 "no"
"701" "COM_2742" 0.331464116300116 6 2 "no"
"702" "COM_2743" 0.18332578484555 4 0 "no"
"703" "COM_2744" 0.610720230109711 3 0 "no"
"704" "COM_2745" 0.337953867386438 28 6 "no"
"705" "COM_2746" 0.440058991631917 17 4 "no"
"706" "COM_275" 0.201833289868011 3 1 "no"
"707" "COM_2750" 0.431106532953461 39 12 "no"
"708" "COM_2751" 0.192830674618074 3 0 "no"
"709" "COM_2752" 0.409059594207261 16 2 "no"
"710" "COM_2755" 0.247662447973599 3 0 "no"
"711" "COM_2756" 0.437207562649826 3 0 "no"
"712" "COM_2757" 0.87531606122975 7 1 "no"
"713" "COM_2758" 0.66542895152305 6 1 "no"
"714" "COM_2759" 0.386373489394466 5 1 "no"
"715" "COM_276" 0.0922599773106725 3 2 "expr"
"716" "COM_2760" 0.839542970526768 7 2 "no"
"717" "COM_2761" 0.0364609856403187 3 1 "no"
"718" "COM_2762" 0.36603344761617 3 1 "no"
"719" "COM_2763" 0.189651496904792 3 1 "no"
"720" "COM_2764" 0.113634721042127 3 0 "no"
"721" "COM_2765" 0.311447222589926 5 2 "no"
"722" "COM_2766" 0.0707673129093797 3 2 "expr"
"723" "COM_2767" 0.0890489134581016 3 2 "expr"
"724" "COM_2768" 0.201316474490811 6 3 "no"
"725" "COM_2769" 0.279602008061187 3 2 "expr"
"726" "COM_2770" 0.204269418764753 5 3 "no"
"727" "COM_2771" 0.306574675323733 4 0 "no"
"728" "COM_2772" 0.169240097873568 3 1 "no"
"729" "COM_2773" 0.471280530807893 4 4 "expr"
"730" "COM_2774" 0.298008752889876 5 0 "no"
"731" "COM_2775" 0.268430704527593 7 3 "no"
"732" "COM_2776" 0.297993444615809 5 0 "no"
"733" "COM_2777" 0.118826469131732 6 3 "no"
"734" "COM_2779" 0.260165489068065 5 0 "no"
"735" "COM_278" 0.00105450536915185 3 1 "no"
"736" "COM_2780" 0.431674562529884 4 2 "no"
"737" "COM_2782" 0.399001310513151 3 0 "no"
"738" "COM_2783" 0.56497693408113 4 0 "no"
"739" "COM_2784" 0.0811750886488202 3 2 "expr"
"740" "COM_2785" 0.363590780578821 3 1 "no"
"741" "COM_2786" 0.129469496949953 5 3 "no"
"742" "COM_2787" 0.12169418037846 5 2 "no"
"743" "COM_2788" 0.219632834902283 3 0 "no"
"744" "COM_2789" 0.221827837455579 4 0 "no"
"745" "COM_279" 0.197441173378677 3 2 "expr"
"746" "COM_2792" 0.218795239116037 3 2 "expr"
"747" "COM_2793" 0.191427100218185 11 5 "no"
"748" "COM_2794" 0.28276587505212 3 0 "no"
"749" "COM_2795" 1.139147091431 2 0 "no"
"750" "COM_2796" 0.369391109064745 12 3 "no"
"751" "COM_2798" 0.694144104338095 4 1 "no"
"752" "COM_2799" 0.323740635242317 3 1 "no"
"753" "COM_28" 1.22030082497323 3 1 "no"
"754" "COM_280" 0.0935768130977298 3 1 "no"
"755" "COM_2800" 0.282498348288916 4 0 "no"
"756" "COM_2801" 0.342733107085299 3 0 "no"
"757" "COM_2802" 0.0944059413593905 3 0 "no"
"758" "COM_2803" 0.11013569259286 3 0 "no"
"759" "COM_2804" 0.303846162684175 4 1 "no"
"760" "COM_2805" 0.299489153407041 4 1 "no"
"761" "COM_2806" 0.733982418469877 3 0 "no"
"762" "COM_2807" 0.0966520661868887 3 0 "no"
"763" "COM_2808" 0.800699423840235 3 0 "no"
"764" "COM_2809" 0.117019690380896 3 0 "no"
"765" "COM_281" 0.0727727771749293 3 0 "no"
"766" "COM_2810" 0.163369071557247 3 0 "no"
"767" "COM_2812" 0.127210161710268 3 0 "no"
"768" "COM_2813" 0.0915234982459992 6 4 "expr"
"769" "COM_2814" 0.357960422346628 3 0 "no"
"770" "COM_2815" 0.0693239968603596 3 0 "no"
"771" "COM_2818" 0.124852685270312 3 0 "no"
"772" "COM_2819" 0.0213024040410125 3 0 "no"
"773" "COM_282" 0.243666890031965 4 0 "no"
"774" "COM_2821" 0.23478324130566 3 1 "no"
"775" "COM_2823" 0.445510831809748 7 1 "no"
"776" "COM_2824" 0.564886776435653 4 0 "no"
"777" "COM_2825" 0.585744412443478 4 1 "no"
"778" "COM_2828" 0.153813774020518 3 0 "no"
"779" "COM_2829" 0.108285234720635 3 0 "no"
"780" "COM_283" 0.278270517649331 3 0 "no"
"781" "COM_2830" 1.04517122051438 3 1 "no"
"782" "COM_2831" 1.21777123865181 3 1 "no"
"783" "COM_2832" 0.862109671693599 3 1 "no"
"784" "COM_2833" 0.267381138304631 4 1 "no"
"785" "COM_2834" 0.505866287171638 3 0 "no"
"786" "COM_2835" 0.448223329844848 4 0 "no"
"787" "COM_2837" 0.0700880172865757 3 0 "no"
"788" "COM_2838" 1.02843867538154 3 0 "no"
"789" "COM_2839" 0.0458604434833291 4 1 "no"
"790" "COM_284" 0.180885797574584 3 0 "no"
"791" "COM_2840" 1.02324243648218 3 0 "no"
"792" "COM_2841" 0.161038862028447 4 0 "no"
"793" "COM_285" 0.236617251516738 3 0 "no"
"794" "COM_2851" 0.128844045421542 4 0 "no"
"795" "COM_2852" 0.448321693197031 4 0 "no"
"796" "COM_2855" 0.10461193728768 3 0 "no"
"797" "COM_286" 0.0947668873433799 3 0 "no"
"798" "COM_2861" 0.771916485550661 6 0 "no"
"799" "COM_2862" 0.151984234324221 3 2 "expr"
"800" "COM_2863" 0.530334237354489 2 1 "no"
"801" "COM_2865" 1.07761627705768 3 1 "no"
"802" "COM_2866" 1.03465697755296 3 0 "no"
"803" "COM_2867" 0.615606155187741 5 0 "no"
"804" "COM_2868" 0.177838696598394 7 0 "no"
"805" "COM_2870" 0.306753581260128 20 6 "no"
"806" "COM_2872" 0.39880156132666 4 0 "no"
"807" "COM_2873" 0.116856517587394 5 2 "no"
"808" "COM_2874" 0.310859890772013 4 0 "no"
"809" "COM_2875" 0.405151768578403 3 0 "no"
"810" "COM_2876" 0.735523494793009 11 1 "no"
"811" "COM_2877" 0.199358218085478 3 1 "no"
"812" "COM_2879" 0.179070795947638 4 1 "no"
"813" "COM_288" 0.0967407654269151 3 0 "no"
"814" "COM_2880" 1.12360420753169 4 0 "no"
"815" "COM_2881" 0.097362059576209 5 2 "no"
"816" "COM_2882" 0.169397033653082 3 0 "no"
"817" "COM_2883" 0.00888205668405844 3 0 "no"
"818" "COM_2884" 0.338792698002418 3 0 "no"
"819" "COM_2885" 0.303419532188681 3 0 "no"
"820" "COM_2889" 0.554451480903066 7 1 "no"
"821" "COM_289" 0.93330326932172 3 1 "no"
"822" "COM_2890" 0.215545698803772 4 1 "no"
"823" "COM_2891" 0.246109002643331 4 0 "no"
"824" "COM_2892" 0.503504899532784 3 2 "expr"
"825" "COM_2893" 0.600969039827687 3 2 "expr"
"826" "COM_2894" 0.330267146005018 4 1 "no"
"827" "COM_2896" 0.0884901508160724 3 0 "no"
"828" "COM_2897" 0.0884901508160724 3 0 "no"
"829" "COM_2898" 0.154426103277102 5 0 "no"
"830" "COM_2899" 0.302170440567934 3 0 "no"
"831" "COM_29" 0.311280446422855 3 0 "no"
"832" "COM_290" 0.424389408716676 3 1 "no"
"833" "COM_2900" 0.0744960147149431 4 1 "no"
"834" "COM_2901" 0.140508232435021 3 1 "no"
"835" "COM_2902" 0.566859222527146 3 1 "no"
"836" "COM_2903" 0.54345379022923 3 1 "no"
"837" "COM_2904" 0.286782834855335 3 2 "expr"
"838" "COM_2906" 0.362133030634986 3 0 "no"
"839" "COM_2908" 0.192722804975872 3 0 "no"
"840" "COM_291" 0.35514650283863 3 0 "no"
"841" "COM_2911" 0.0526676010376123 3 1 "no"
"842" "COM_2912" 0.283126296647007 3 3 "expr"
"843" "COM_2913" 0.152793879489012 4 0 "no"
"844" "COM_2914" 0.709925942832969 7 0 "no"
"845" "COM_2915" 0.692137912677274 3 1 "no"
"846" "COM_2916" 0.245720641678807 3 2 "expr"
"847" "COM_2918" 0.315248150255872 5 2 "no"
"848" "COM_2919" 0.385737068942292 3 1 "no"
"849" "COM_292" 0.102249028721066 3 1 "no"
"850" "COM_2920" 0.611788632516329 3 1 "no"
"851" "COM_2921" 0.362674549058993 4 1 "no"
"852" "COM_2922" 0.340812533465845 4 1 "no"
"853" "COM_2923" 1.37685311524888 3 0 "no"
"854" "COM_2924" 0.196726450845534 4 2 "no"
"855" "COM_2925" 0.192722804975872 3 0 "no"
"856" "COM_2927" 0.851554029832955 4 0 "no"
"857" "COM_2928" 0.152028805062018 4 0 "no"
"858" "COM_293" 0.373163532277931 3 0 "no"
"859" "COM_2930" 0.214428229910311 3 0 "no"
"860" "COM_2931" 0.242220293142089 3 1 "no"
"861" "COM_2932" 0.264778144677959 3 1 "no"
"862" "COM_2933" 0.229752309009778 3 2 "expr"
"863" "COM_2935" 0.16344968335096 3 1 "no"
"864" "COM_2937" 0.207109007952656 3 1 "no"
"865" "COM_2938" 1.04460949264638 3 0 "no"
"866" "COM_2939" 0.286774763153249 3 2 "expr"
"867" "COM_294" 0.474192422632275 3 0 "no"
"868" "COM_2941" 0.120492776243927 3 0 "no"
"869" "COM_2942" 0.16210309282833 3 1 "no"
"870" "COM_2943" 0.291638029737947 5 1 "no"
"871" "COM_2944" 0.102930811973183 3 0 "no"
"872" "COM_2945" 0.308775825467612 3 1 "no"
"873" "COM_2946" 0.462912375222495 3 2 "expr"
"874" "COM_2947" 1.4411810277938 3 1 "no"
"875" "COM_2949" 0.578084362358884 3 1 "no"
"876" "COM_295" 1.24536525433637 3 0 "no"
"877" "COM_2950" 1.17733092926627 4 2 "no"
"878" "COM_2951" 0.518779644580704 4 2 "no"
"879" "COM_2952" 0.339817628650054 3 3 "expr"
"880" "COM_2953" 1.20488809803764 3 2 "expr"
"881" "COM_2954" 0.414020648698037 3 2 "expr"
"882" "COM_2955" 0.243358140685177 4 0 "no"
"883" "COM_2956" 0.278485739239185 3 3 "expr"
"884" "COM_2957" 0.184565483238925 3 2 "expr"
"885" "COM_2958" 0.439612189129745 4 2 "no"
"886" "COM_2959" 0.988771463874851 3 0 "no"
"887" "COM_2960" 0.788564221810491 3 0 "no"
"888" "COM_2961" 0.389205294058048 3 1 "no"
"889" "COM_2962" 0.0987673265007638 3 0 "no"
"890" "COM_2963" 0.338599486998692 3 2 "expr"
"891" "COM_2966" 0.576111659433684 3 1 "no"
"892" "COM_2967" 0.491534888734179 29 5 "no"
"893" "COM_2968" 0.338366654385053 3 1 "no"
"894" "COM_2969" 0.218775992079914 3 2 "expr"
"895" "COM_297" 0.317851322989102 3 1 "no"
"896" "COM_2970" 0.589296223823875 33 13 "no"
"897" "COM_2971" 0.798428984394547 119 29 "no"
"898" "COM_2972" 0.79430436525999 5 2 "no"
"899" "COM_2973" 0.880770309633008 17 1 "no"
"900" "COM_2974" 0.589474148620864 12 3 "no"
"901" "COM_2975" 1.00343315012765 2 1 "no"
"902" "COM_2976" 0.551814195858542 5 1 "no"
"903" "COM_2977" 0.889430920898757 7 2 "no"
"904" "COM_2978" 0.99702703176817 6 0 "no"
"905" "COM_2979" 0.782774927444002 3 0 "no"
"906" "COM_298" 0.240548807131785 3 0 "no"
"907" "COM_2981" 0.162523578259128 4 0 "no"
"908" "COM_2982" 0.273701769171844 8 2 "no"
"909" "COM_2983" 0.223709151881632 6 4 "expr"
"910" "COM_2984" 0.223709151881632 6 4 "expr"
"911" "COM_2985" 0.297845689141488 4 1 "no"
"912" "COM_2986" 0.338599486998692 3 2 "expr"
"913" "COM_2987" 0.0760018687342316 3 2 "expr"
"914" "COM_2988" 0.190002346856566 2 0 "no"
"915" "COM_2989" 0.134084851439464 5 1 "no"
"916" "COM_299" 0.876500918260007 3 1 "no"
"917" "COM_2990" 0.408694972876494 4 2 "no"
"918" "COM_2991" 1.20276800096993 3 1 "no"
"919" "COM_2992" 0.338209742861055 3 1 "no"
"920" "COM_2993" 0.443197040546163 6 2 "no"
"921" "COM_2994" 0.234517609843439 9 2 "no"
"922" "COM_2995" 0.253059276693218 4 1 "no"
"923" "COM_2996" 0.308852365134473 4 2 "no"
"924" "COM_2997" 0.118192783501713 3 1 "no"
"925" "COM_2998" 0.585934689152107 24 4 "no"
"926" "COM_2999" 0.446571095156242 3 2 "expr"
"927" "COM_3" NA 3 0 "no"
"928" "COM_30" 0.472618504242514 4 0 "no"
"929" "COM_300" 0.213761757246717 3 1 "no"
"930" "COM_3000" 0.65501987974379 15 4 "no"
"931" "COM_3001" 0.110132674010036 3 1 "no"
"932" "COM_3002" 0.0234481569509879 3 2 "expr"
"933" "COM_3003" 0.0614375301179228 3 0 "no"
"934" "COM_3004" 0.308932409683191 3 0 "no"
"935" "COM_3005" 0.0278993122429298 3 0 "no"
"936" "COM_3006" 0.9836113600031 4 1 "no"
"937" "COM_3008" 0.136850021855664 4 1 "no"
"938" "COM_3009" 0.922689491917268 4 1 "no"
"939" "COM_301" 0.121054042124351 3 1 "no"
"940" "COM_3010" 0.845099287605976 3 0 "no"
"941" "COM_3011" 0.441638629407369 13 1 "no"
"942" "COM_3012" 0.287444634055381 8 2 "no"
"943" "COM_3013" 0.0691712063049656 3 1 "no"
"944" "COM_3014" 0.52757366335203 12 2 "no"
"945" "COM_3015" 0.114102996910735 3 3 "expr"
"946" "COM_3017" 0.305880388142321 5 2 "no"
"947" "COM_3018" 0.295265403469856 3 1 "no"
"948" "COM_3019" 0.0664801617731174 3 1 "no"
"949" "COM_302" 1.00362693468927 3 1 "no"
"950" "COM_3020" 0.445080606683759 3 2 "expr"
"951" "COM_3021" 0.219111289120432 3 1 "no"
"952" "COM_3022" 0.445510831809748 7 1 "no"
"953" "COM_3023" 0.41667656605992 8 2 "no"
"954" "COM_3025" 0.376460792801474 6 1 "no"
"955" "COM_3026" 0.776688101619506 7 2 "no"
"956" "COM_3027" 0.331660260426714 5 2 "no"
"957" "COM_3028" 0.25252048400063 3 1 "no"
"958" "COM_3029" 0.948393732140692 5 1 "no"
"959" "COM_303" 0.952983654519913 3 0 "no"
"960" "COM_3030" 0.151367288028001 6 1 "no"
"961" "COM_3031" 0.337442506532402 3 0 "no"
"962" "COM_3032" 0.154975146669545 6 1 "no"
"963" "COM_3033" 0.523582227832751 3 0 "no"
"964" "COM_3034" 0.282665755057496 4 0 "no"
"965" "COM_3035" 0.292731549046284 3 1 "no"
"966" "COM_3036" 0.53001138590945 3 1 "no"
"967" "COM_3037" 0.354409779130347 3 0 "no"
"968" "COM_3038" 0.0989800576502363 3 0 "no"
"969" "COM_3039" 0.138546531407158 5 1 "no"
"970" "COM_304" 0.706583274452057 3 0 "no"
"971" "COM_3040" 0.450266525459986 5 0 "no"
"972" "COM_3041" 0.429868687933561 5 0 "no"
"973" "COM_3042" 0.223709151881632 5 3 "no"
"974" "COM_3043" 0.755523876798121 8 1 "no"
"975" "COM_3044" 0.25342103474452 3 1 "no"
"976" "COM_3045" 0.678009417517179 4 0 "no"
"977" "COM_3046" 0.709561425235139 3 0 "no"
"978" "COM_3047" 0.6926637759123 6 4 "expr"
"979" "COM_3048" 0.137984253643631 4 2 "no"
"980" "COM_3049" 1.14890559724485 4 0 "no"
"981" "COM_305" 0.160215804956787 3 1 "no"
"982" "COM_3050" 0.823697025127016 7 0 "no"
"983" "COM_3051" 0.124329283450229 3 1 "no"
"984" "COM_3052" 0.650950616302039 9 1 "no"
"985" "COM_3053" 0.688618520632188 7 0 "no"
"986" "COM_3054" 0.478257443446018 4 1 "no"
"987" "COM_3055" 0.835539306144453 3 1 "no"
"988" "COM_3056" 0.574825875786805 6 1 "no"
"989" "COM_3057" 0.757354947986866 3 0 "no"
"990" "COM_3058" 0.579979393530943 3 0 "no"
"991" "COM_3059" 0.390076267279418 4 1 "no"
"992" "COM_306" 0.668195621962345 3 2 "expr"
"993" "COM_3060" 0.113796097522023 3 0 "no"
"994" "COM_3061" 0.294236682329478 2 0 "no"
"995" "COM_3062" 0.0347567872423088 3 1 "no"
"996" "COM_3063" 0.153889566444263 3 0 "no"
"997" "COM_3064" 0.294236682329478 2 0 "no"
"998" "COM_3065" 0.294236682329478 2 0 "no"
"999" "COM_3066" 0.294236682329478 2 0 "no"
"1000" "COM_3067" 0.220638624102753 3 0 "no"
"1001" "COM_3068" 0.346337108343676 3 0 "no"
"1002" "COM_3069" 0.190671386246384 3 1 "no"
"1003" "COM_307" 0.336509757938639 3 2 "expr"
"1004" "COM_3070" 0.851280473651068 4 1 "no"
"1005" "COM_3071" 0.806344982691435 5 1 "no"
"1006" "COM_3072" 0.516478585488139 5 1 "no"
"1007" "COM_3073" 0.0741485819764887 3 0 "no"
"1008" "COM_3074" 0.182500386849878 4 0 "no"
"1009" "COM_3075" 0.184843426289053 2 0 "no"
"1010" "COM_3076" 0.857786889710897 3 0 "no"
"1011" "COM_3077" 0.763263469364192 3 1 "no"
"1012" "COM_3078" 0.753608983903975 3 0 "no"
"1013" "COM_3079" 1.11196336353121 4 0 "no"
"1014" "COM_308" 0.28973031565132 3 1 "no"
"1015" "COM_3080" 0.724756845066741 5 2 "no"
"1016" "COM_3081" 0.654456625991668 6 2 "no"
"1017" "COM_3082" 0.678787366081019 6 2 "no"
"1018" "COM_3083" 0.684332578586401 6 2 "no"
"1019" "COM_3084" 0.17156091157292 4 2 "no"
"1020" "COM_3085" 0.134813607402428 3 1 "no"
"1021" "COM_3086" 0.242275475633485 4 1 "no"
"1022" "COM_3087" 0.267167619637719 3 1 "no"
"1023" "COM_3088" 0.0681434261966801 3 0 "no"
"1024" "COM_3089" 0.0804778594911876 3 0 "no"
"1025" "COM_309" 1.22555227812553 3 0 "no"
"1026" "COM_3090" 0.0384283665295925 2 0 "no"
"1027" "COM_3091" 0.27068448998077 5 1 "no"
"1028" "COM_3092" 0.167358628640726 3 1 "no"
"1029" "COM_3093" 0.337593675355553 3 1 "no"
"1030" "COM_3094" 0.234720694890839 3 1 "no"
"1031" "COM_3095" 0.247836758010825 3 2 "expr"
"1032" "COM_3096" 0.706583274452057 3 0 "no"
"1033" "COM_3097" 0.247836758010825 3 2 "expr"
"1034" "COM_3098" 0.247836758010825 3 2 "expr"
"1035" "COM_3099" 0.234720694890839 3 1 "no"
