"time1" "time2" "time3" "time4" "time5" "time6" "time"
"1" "1.03529985086409" "1.04743342742568" "1.05120441320411" "1.08091521097792" "1.09966602738909" "1.05281845283106" "1"
"2" "1.07858168927521" "1.11743770681439" "1.10307495280042" "1.11526327554801" "1.09298674668688" "1.17694436906853" "2"
"3" "1.09090938046191" "1.11505674181617" "1.15229011971949" "1.12264764160923" "1.12021296129843" "1.13019107496055" "3"
"4" "1.07231245244085" "1.06026568652638" "1.11251941788782" "1.11300662305559" "1.11733601155876" "1.14025418036153" "4"
"5" "1.08630233265397" "1.04468285827075" "1.13974281592338" "1.11781806518703" "1.09772020351523" "1.11602600304292" "5"
"6" "1.04583218598046" "1.03988855984274" "1.04148939621728" "1.05919543415229" "1.0274993561787" "1.11188445743951" "6"
"7" "1.01069012676605" "1.08844007704419" "1.08904763156371" "1.12247149073912" "1.10325271529144" "1.11477212697386" "7"
"8" "1.0386583291936" "1.07497085302455" "1.11253765785173" "1.08140045192882" "1.04946197382399" "1.10112450772458" "8"
"9" "1.10581170684174" "1.13104753578635" "1.12375185838849" "1.10202362408912" "1.11317045905963" "1.15279264574368" "9"
"10" "1.15341438798108" "1.15327896112538" "1.19810573935929" "1.2268745899159" "1.21051229825857" "1.22222878572595" "10"
"11" "1.09722221485692" "1.07960708832394" "1.0918557723716" "1.08124467661078" "1.09817005516442" "1.135251604019" "11"
"12" "1.04111955675993" "1.05128731180284" "1.0349131805109" "1.04992304490347" "1.05966826669645" "1.06344794553644" "12"
"13" "1.130776488136" "1.16322351401864" "1.1928146717432" "1.18104191184449" "1.16625889847858" "1.20120316127182" "13"
"14" "1.20696237853658" "1.22192309325102" "1.23360062343" "1.25062720605082" "1.25297209107107" "1.25880080630324" "14"
"15" "1.04062341982996" "1.07085864543843" "1.10160090650874" "1.11212417497552" "1.07137749645689" "1.07576965640419" "15"
"16" "1.00770564941414" "1.01127378206091" "1.03659266367853" "1.08530675905309" "1.01426812614233" "1.07331606717489" "16"
"17" "1.19554391473761" "1.17878214376368" "1.23014222588455" "1.22527676287183" "1.21664926740362" "1.23181746263409" "17"
"18" "1.05764065046775" "1.06442773548555" "1.08088610026698" "1.11490083909828" "1.11255296523268" "1.11909522009933" "18"
"19" "1.17325500916875" "1.19622564217067" "1.20300447029101" "1.24419603659463" "1.21116777318483" "1.23414105618334" "19"
"20" "1.02860246793855" "1.02302696946378" "1.04829885469904" "1.08529264830441" "1.05282055422929" "1.10319528581634" "20"
"21" "1.18871015492398" "1.18418471549791" "1.19172331225126" "1.16331868739037" "1.17547732377288" "1.18825995588485" "21"
"22" "1.0749178185701" "1.08341636726869" "1.05851652176799" "1.08360106619209" "1.08881560208411" "1.11489288283075" "22"
"23" "1.11959313786705" "1.15219980047944" "1.18794807646808" "1.16663271873241" "1.17616337172648" "1.2149691763881" "23"
"24" "1.0830567594408" "1.09952309252651" "1.12072270609797" "1.10516225597211" "1.10605261033488" "1.12289712905515" "24"
"25" "1.07649024285646" "1.11044464650751" "1.14118408013614" "1.15237205896232" "1.1200184087356" "1.11779663018406" "25"
"26" "1.06160662043286" "1.06611792151035" "1.0796093116636" "1.06902558139232" "1.07767089939407" "1.08913225980684" "26"
"27" "1.10621758771932" "1.13686688277523" "1.16629236141845" "1.18267460184612" "1.20153044085807" "1.17222656727804" "27"
"28" "1.21175468998322" "1.21099501349184" "1.23802794072226" "1.23832162093198" "1.20825882155838" "1.20501372063676" "28"
"29" "1.13410108658123" "1.18004074178278" "1.17612501697424" "1.21527187115262" "1.19370616970427" "1.17056135230679" "29"
"30" "1.04140695623865" "1.05392274407873" "1.08798598654892" "1.05528167839008" "1.05012922649387" "1.07986185827967" "30"
"31" "1.09399059205199" "1.10383444449355" "1.10793049694428" "1.14419562880564" "1.12237365836531" "1.12919867705182" "31"
"32" "1.14529329551482" "1.18002770618094" "1.17526069738375" "1.20540317392545" "1.13921218543586" "1.21138931988828" "32"
"33" "1.09369505220543" "1.09558490427102" "1.1067693626783" "1.12167667527173" "1.12483301835261" "1.13941857050655" "33"
"34" "1.10545824513012" "1.11621468137332" "1.11882063326443" "1.16484196289239" "1.11142980076391" "1.09227128229137" "34"
"35" "1.10070051250608" "1.13588881566474" "1.11968390665626" "1.11259118407279" "1.0627078676625" "1.12463066038371" "35"
"36" "1.10390317931585" "1.09904588256828" "1.16802598447919" "1.12377360870474" "1.14565962261307" "1.16084722839365" "36"
"37" "1.1261047298091" "1.17729676253279" "1.18820004375081" "1.21507435553166" "1.14414284770857" "1.21542032567537" "37"
"38" "1.10798624428438" "1.14780079201458" "1.14548212779025" "1.1494036007588" "1.14026146379812" "1.15729907838093" "38"
"39" "1.19457983714012" "1.24453737869864" "1.24059151892444" "1.25687968941463" "1.26945501041144" "1.26833313867239" "39"
"40" "1.06721239329029" "1.09420790040674" "1.12155164255763" "1.10306239677316" "1.08346190945624" "1.12253966747104" "40"
"41" "1.09339503477546" "1.12279930229111" "1.15909491158709" "1.12384638587241" "1.13879650211243" "1.1452599917201" "41"
"42" "1.14350119784383" "1.12365009729159" "1.12483421544372" "1.15371913127016" "1.13562850967381" "1.15189968313548" "42"
"43" "1.17102195701111" "1.18389036379543" "1.24289768299779" "1.20496714356812" "1.20299723905979" "1.21026580308314" "43"
"44" "1.10997628148346" "1.12006031716324" "1.15566397425126" "1.14369910182841" "1.16284566746868" "1.15424301052977" "44"
"45" "1.16142137458484" "1.16734499810926" "1.17698035133694" "1.20933582355565" "1.18168795068168" "1.18965629952061" "45"
"46" "1.1955456026985" "1.20250075912482" "1.25807237768963" "1.26032823765561" "1.20982096010323" "1.22768397220255" "46"
"47" "1.04543665801621" "1.08957416150714" "1.11809034797503" "1.12413909152548" "1.10160599048528" "1.10401192372495" "47"
"48" "1.0736830090452" "1.08815958540312" "1.09166300918057" "1.0875378358101" "1.07127341570984" "1.1573720670408" "48"
"49" "1.15959942780229" "1.17423455459486" "1.1719915298553" "1.22278770789635" "1.18887465995257" "1.21871735015356" "49"
"50" "1.02625898095878" "1.0715784130239" "1.05436469748242" "1.08927119670061" "1.06704220071404" "1.09617782942264" "50"
"51" "1.0991486571537" "1.11250737916246" "1.09904604649914" "1.17377164371943" "1.13123482131556" "1.12471344826279" "51"
"52" "1.15205375790591" "1.14691340502125" "1.16348102347308" "1.16277874539546" "1.17376407650667" "1.20314543931073" "52"
"53" "1.06748043077792" "1.11096388803654" "1.10679341039912" "1.13051081050711" "1.13220219279462" "1.10397088414429" "53"
"54" "1.03028865393329" "1.05667119299281" "1.06146053220669" "1.03424128348439" "1.03440915755493" "1.0899005393641" "54"
"55" "1.0024387527574" "1.04189354089607" "1.05599597662392" "1.0739545647526" "1.0567648084719" "1.12913344814815" "55"
"56" "1.01120585995446" "1.02645073392562" "1.06010586118527" "1.0602418234335" "1.04210303379336" "1.03743632756153" "56"
"57" "1.06991030856493" "1.05502785818447" "1.07849221105884" "1.07556822154473" "1.08977083757084" "1.09611984795569" "57"
"58" "1.14507706025648" "1.17842914473064" "1.20206191629329" "1.19166523772303" "1.17153141626267" "1.16525711929999" "58"
"59" "1.09649723287141" "1.08747830147849" "1.12938112839426" "1.09820723705406" "1.07588133564965" "1.10345706505455" "59"
"60" "1.10585479717818" "1.14680920004305" "1.19493355504189" "1.16108189482563" "1.20490543239892" "1.1960877098864" "60"
"61" "1.10376650214116" "1.0936665657966" "1.1507838839388" "1.13224087388961" "1.14638482241905" "1.14442461025551" "61"
"62" "1.06220090517714" "1.07728765238172" "1.07411839689191" "1.11664813815091" "1.06551886942082" "1.11813604677597" "62"
"63" "1.15004779563521" "1.15375659072345" "1.18195318157326" "1.15466518693846" "1.13930977238027" "1.17730995331651" "63"
"64" "1.11074812882694" "1.14406095005851" "1.1275581901057" "1.1585764928021" "1.18282373667576" "1.22449041650506" "64"
"65" "1.12391032400386" "1.15555380712462" "1.17168275236359" "1.19591306459089" "1.14310783419238" "1.18595048441234" "65"
"66" "1.00874038030429" "1.0286136618419" "1.03749409546311" "1.02185566032118" "1.01341834639221" "1.04071183801584" "66"
"67" "1.10892790637913" "1.12302674657414" "1.11380571697633" "1.16411634490976" "1.1258560891546" "1.17593990014353" "67"
"68" "1.24198570989928" "1.26523996938931" "1.26075720216539" "1.30320453523256" "1.26650120980203" "1.30216256896892" "68"
"69" "1.09816105568775" "1.1088862210667" "1.13167193103234" "1.12166393900155" "1.10975389545385" "1.12148040908873" "69"
"70" "1.09611789321308" "1.09311784711671" "1.14836392719356" "1.17539206213128" "1.12692134102717" "1.17712513762511" "70"
"71" "1.0925169720438" "1.08069074749314" "1.12313084201581" "1.11433451363879" "1.14678087958048" "1.1651416599941" "71"
"72" "1.1649077824126" "1.16038262932561" "1.16949640494802" "1.17491407966952" "1.15606532402513" "1.19078543433903" "72"
"73" "1.13991623419725" "1.19848096333737" "1.19344398337018" "1.19188737568034" "1.18438760839761" "1.17815522612645" "73"
"74" "1.12348980124223" "1.13201191716345" "1.17228314614163" "1.20432793933898" "1.17737116821236" "1.18945931704922" "74"
"75" "1.17160052638255" "1.19597367143275" "1.24034650365528" "1.22173833729166" "1.23602696772108" "1.25362502811176" "75"
"76" "1.0063425959609" "1.06119181364457" "1.05925116916406" "1.0643060618096" "1.07048021690545" "1.08257213049626" "76"
"77" "1.1029630320671" "1.15796019340785" "1.15955129836052" "1.16127744265978" "1.16235869957478" "1.17072702176625" "77"
"78" "1.14126319325362" "1.1511375803259" "1.18872032944522" "1.1670681717087" "1.15646846114262" "1.20744820624485" "78"
"79" "1.12515938461965" "1.15412667159732" "1.12591882181099" "1.14892881054221" "1.15943377974921" "1.19154228278907" "79"
"80" "1.13013089251978" "1.13177846456707" "1.19697846060879" "1.1622287168079" "1.1812713796921" "1.20737401339111" "80"
"81" "1.18687121998174" "1.15598460407696" "1.22718549600927" "1.20737041727436" "1.20927613909016" "1.22752986552503" "81"
"82" "1.02894656405326" "1.05739736799946" "1.09288958014831" "1.11157930731231" "1.08306488961156" "1.11909086827296" "82"
"83" "1.01616170014478" "1.0099888248925" "1.05063796111483" "1.07141468092213" "1.05652834033103" "1.10219756430881" "83"
"84" "1.00136795923689" "1.00693546429791" "1.06913100249016" "1.05727591563499" "1.03606518811328" "1.05491357853171" "84"
"85" "1.07000749738601" "1.08193064887466" "1.07904712258723" "1.0964120949856" "1.09349244794683" "1.10388916122679" "85"
"86" "1.06487076715438" "1.06310217829133" "1.12418693224525" "1.13055228956095" "1.13472160095351" "1.14733218136979" "86"
"87" "1.08713224846826" "1.10220547925983" "1.15003308619953" "1.06406497633752" "1.08947831882438" "1.12005046739103" "87"
"88" "1.11294653366643" "1.12119323629353" "1.13770829582196" "1.13812631064713" "1.13488688350808" "1.17989054110521" "88"
