"cx" "EDpvalue" "DCpvalue" "esc_mean" "diff_mean" "cancer_mean"
"1" "COM_1" 0.484848484848485 0.114285714285714 1.26783382273384 1.16629506642657 1.68904530695867
"2" "COM_10" 0.0151515151515152 0.257142857142857 1.19549099028501 0.839594174083662 0.625169179406499
"3" "COM_100" 0.0411255411255411 0.352380952380952 1.32964877718992 0.765573420696055 1.05207232770152
"4" "COM_1001" 0.699134199134199 0.00952380952380952 1.09873137350736 0.924813590591914 1.48295066675037
"5" "COM_1007" 1 1 NA 0.671519483945791 0.609981108161007
"6" "COM_1009" 0.699134199134199 0.257142857142857 0.152293885249225 0.122319734124421 0.19001516291615
"7" "COM_1010" 0.393939393939394 0.476190476190476 0.18894557506667 0.194636023392625 0.269075009071583
"8" "COM_1011" 0.588744588744589 0.761904761904762 0.429315350293575 0.74188277847131 0.387190320302022
"9" "COM_1013" 0.025974025974026 0.257142857142857 1.57769406372958 1.20976373189179 0.971143416105743
"10" "COM_1016" 0.30952380952381 0.914285714285714 1.12300041479876 1.26390559729799 1.24717265897998
"11" "COM_1019" 1 0.171428571428571 1.01629822258208 1.09389275512027 0.666459947782006
"12" "COM_102" 0.818181818181818 0.352380952380952 0.683219468171036 0.589754006718452 0.856932187166093
"13" "COM_103" 0.818181818181818 0.476190476190476 1.10273963353958 1.1817165378032 1.00849128183881
"14" "COM_1032" 0.00865800865800866 0.114285714285714 0.189399979119597 0.97232700767911 0.398584319868605
"15" "COM_1034" 0.0822510822510823 0.257142857142857 NA 0.651310264034522 1.06128973986123
"16" "COM_1037" 0.0649350649350649 1 0.608605313726173 0.381259456105804 0.403573043800529
"17" "COM_104" 0.0151515151515152 0.00952380952380952 1.29273197123723 0.74519641388222 1.19396795508181
"18" "COM_1044" 0.132034632034632 0.171428571428571 0.801788211275495 0.978084538594647 0.733691881892901
"19" "COM_1048" 0.0411255411255411 0.171428571428571 1.47026022399868 1.18757065091232 1.53407849247182
"20" "COM_1049" 0.0649350649350649 0.609523809523809 0.984041664260953 1.29839586756394 1.08588015357104
"21" "COM_105" 0.00216450216450216 0.00952380952380952 1.27061103309179 0.635299172415906 1.13059947785356
"22" "COM_1050" 0.17965367965368 0.914285714285714 1.0538747565926 1.44977289093634 1.2448637254923
"23" "COM_1052" 0.132034632034632 0.352380952380952 0.955787528505313 0.671095149310592 0.954820805710588
"24" "COM_1056" 0.0649350649350649 0.114285714285714 0.194878864623265 0.415252346666295 0.212625035916093
"25" "COM_106" 0.699134199134199 0.019047619047619 1.46175946929414 1.39092283938307 0.852725279236189
"26" "COM_1061" 0.132034632034632 0.114285714285714 0.69090069825749 0.432713940150375 1.06553195487697
"27" "COM_1065" 0.0930735930735931 0.114285714285714 0.310911053693623 0.555142477928331 0.365460331354198
"28" "COM_1067" 0.937229437229437 0.761904761904762 1.40154989043048 1.48061042289887 1.29922193922542
"29" "COM_1068" 0.536796536796537 0.476190476190476 NA 0.529104865733467 0.19800518306671
"30" "COM_1073" 0.0649350649350649 0.609523809523809 0.491668247510209 0.3309147586144 0.210378101588531
"31" "COM_1075" 0.0930735930735931 0.00952380952380952 1.23811478669237 1.51624161716377 0.641477265740703
"32" "COM_108" 0.0930735930735931 0.257142857142857 0.699799868922385 0.422998758107007 0.749615877541847
"33" "COM_1083" 0.930735930735931 0.914285714285714 NA 0.514617471862873 0.395511182391531
"34" "COM_1084" 1 0.114285714285714 1.21821447937722 1.21288706865761 1.06574978026973
"35" "COM_1088" 0.0411255411255411 0.476190476190476 0.423038690322613 0.701804612206307 0.511066562164235
"36" "COM_109" 1 0.352380952380952 0.662076458757049 0.619403183682235 0.445306350967233
"37" "COM_1090" 1 1 0.33810942081082 0.431600739835353 0.390883022881844
"38" "COM_1096" 0.00216450216450216 0.476190476190476 1.04338305554437 1.47939644012823 1.25559522875435
"39" "COM_1098" 0.0930735930735931 0.00952380952380952 0.933453332930664 1.49089766400776 0.191294128110229
"40" "COM_11" 0.0151515151515152 0.257142857142857 1.07645677353628 0.781738747839981 0.583708509243311
"41" "COM_110" 0.818181818181818 0.257142857142857 0.613577277437764 0.728918183049892 0.837476507164599
"42" "COM_1112" 0.00865800865800866 0.761904761904762 1.07547717197197 0.725567913841933 0.940830062996834
"43" "COM_1114" 0.025974025974026 1 1.28986980011248 0.830736258268509 0.942297639321687
"44" "COM_1124" 0.818181818181818 0.914285714285714 0.947854244329598 0.766701735271244 0.812545801352915
"45" "COM_1129" 0.132034632034632 0.171428571428571 1.5249157657422 1.32852893467763 1.61423197347883
"46" "COM_113" 0.0930735930735931 0.114285714285714 0.278841626136032 0.720578587036752 0.229185300211437
"47" "COM_1130" 0.937229437229437 1 1.00746144501996 0.938784598596585 0.896099980847951
"48" "COM_1133" 0.24025974025974 0.0666666666666667 0.861761119481393 0.941043923860868 0.584700791005007
"49" "COM_1134" 0.484848484848485 0.114285714285714 0.8520290548636 0.934957449219162 0.59512618604774
"50" "COM_1135" 0.24025974025974 0.761904761904762 0.430489639934797 0.686512822440969 0.581924563075029
"51" "COM_114" 0.699134199134199 0.914285714285714 0.884019229093837 0.829471939866275 0.874250462756708
"52" "COM_115" 0.588744588744589 0.476190476190476 0.924014928028232 1.06181322375847 1.19716683508543
"53" "COM_1151" 0.937229437229437 0.114285714285714 0.43154425426424 0.41285742591461 0.254896230963077
"54" "COM_1159" 0.937229437229437 0.171428571428571 0.656241740456277 0.612603216783044 0.89616689713929
"55" "COM_116" 0.484848484848485 0.0380952380952381 1.09951128351305 1.21073293262789 0.701394243555685
"56" "COM_1162" 0.0151515151515152 0.257142857142857 1.18817893046767 1.47882235252374 1.12273739605719
"57" "COM_1167" 0.476190476190476 0.2 0.357810427244712 NA 0.448216509451783
"58" "COM_1171" 0.30952380952381 0.352380952380952 0.446602444681245 0.641890774148696 0.424528562236945
"59" "COM_1173" 0.24025974025974 0.257142857142857 1.16947006594001 0.710961446392583 1.38326231466874
"60" "COM_1177" 0.00865800865800866 0.019047619047619 0.21301680962317 1.25149755385248 0.23253130978009
"61" "COM_1178" 0.818181818181818 0.476190476190476 0.691001104164101 0.697817857287099 0.32203583157833
"62" "COM_1179" 0.24025974025974 0.257142857142857 0.886316073631193 0.721459319544381 1.10547522454678
"63" "COM_1183" 0.818181818181818 0.476190476190476 0.278404833800281 0.37052298989821 0.265040729310498
