"cell" "Complex" "sd"
"446" "BG01_ESC" "COM_2352" 1.38736133248934
"447" "BG01_ESC" "COM_2353" 1.28629048749063
"448" "BG01_ESC" "COM_2355" 0.385385003003825
"449" "BG01_ESC" "COM_236" 0.866756194292282
"450" "BG01_ESC" "COM_2361" 0.318428869466163
"451" "BG01_ESC" "COM_2362" 0.946844684646918
"452" "BG01_ESC" "COM_2363" 1.40529521567358
"453" "BG01_ESC" "COM_2364" 0.400351676919749
"454" "BG01_ESC" "COM_2365" 0.840265514198464
"455" "BG01_ESC" "COM_2366" 0.329707788538576
"456" "BG01_ESC" "COM_2367" 0.567798843020341
"457" "BG01_ESC" "COM_2370" 1.22351490532229
"458" "BG01_ESC" "COM_2374" 0.63991475900806
"459" "BG01_ESC" "COM_2375" 0.147039940218421
"460" "BG01_ESC" "COM_2376" 0.719939560264275
"461" "BG01_ESC" "COM_2377" 1.51431994180632
"462" "BG01_ESC" "COM_2378" 1.84744958632644
"463" "BG01_ESC" "COM_2379" 0.633353749506365
"464" "BG01_ESC" "COM_238" 0.787348758274376
"465" "BG01_ESC" "COM_2380" 0.998794280455989
"466" "BG01_ESC" "COM_2381" 0.370702305394486
"467" "BG01_ESC" "COM_2383" 0.62815037083728
"468" "BG01_ESC" "COM_2385" 0.331331091548027
"469" "BG01_ESC" "COM_2387" 1.41054851866131
"470" "BG01_ESC" "COM_2388" 1.27771713208272
"471" "BG01_ESC" "COM_2389" 0.262889654175107
"472" "BG01_ESC" "COM_239" 0.504134199740419
"473" "BG01_ESC" "COM_2390" 0.672599532420201
"474" "BG01_ESC" "COM_2391" 0.961361504897427
"475" "BG01_ESC" "COM_2392" 1.26204447930861
"476" "BG01_ESC" "COM_2393" 1.36438196150456
"477" "BG01_ESC" "COM_2394" 0.793176891531777
"478" "BG01_ESC" "COM_24" 1.44955237861525
"479" "BG01_ESC" "COM_240" 0.431821983600936
"480" "BG01_ESC" "COM_2400" 1.43629722452764
"481" "BG01_ESC" "COM_2402" 0.952490935938649
"482" "BG01_ESC" "COM_2403" 1.21793606704301
"483" "BG01_ESC" "COM_2404" 0.783738819769082
"484" "BG01_ESC" "COM_2405" 0.436911093295236
"485" "BG01_ESC" "COM_2407" 1.19395855121978
"486" "BG01_ESC" "COM_241" 0.370498838141824
"487" "BG01_ESC" "COM_2412" 1.05526454445611
"488" "BG01_ESC" "COM_2415" 0.524492175532259
"489" "BG01_ESC" "COM_2416" 1.65345138766867
"490" "BG01_ESC" "COM_2418" 1.28191278278658
"491" "BG01_ESC" "COM_2419" 0.809387458588264
"492" "BG01_ESC" "COM_242" 0.440775401305159
"493" "BG01_ESC" "COM_2432" 0.886694175443972
"494" "BG01_ESC" "COM_2434" 0.892651322092658
"495" "BG01_ESC" "COM_2438" 0.940981580819469
"496" "BG01_ESC" "COM_2440" 1.35026919913742
"497" "BG01_ESC" "COM_2444" 0.924736064657562
"498" "BG01_ESC" "COM_2446" 0.553983592277144
"499" "BG01_ESC" "COM_245" 0.344568113633108
"500" "BG01_ESC" "COM_2450" 0.950883158567717
"501" "BG01_ESC" "COM_2451" 0.533885502008874
"502" "BG01_ESC" "COM_2454" 0.444479130802175
