Symbol	Liver_d16_Cyt49	Liver_d5_Cyt49	Liver_d8_Cyt49	Panc_d12_Cyt49	Panc_d5_Cyt49	Panc_d8_Cyt49	ESC_Cyt49
1-Dec	101.1502118	103.0961913	96.9970821	97.1115027	95.94493742	96.75434246	98.50971062
1-Mar	96.68790562	108.3415683	104.7961087	101.33336	105.0590185	100.3701842	107.9161602
10-Mar	93.12502163	98.26790344	98.66567746	93.78106658	98.51641194	103.4637206	96.36117469
11-Mar	98.18004045	224.0729479	162.3254769	102.5673733	114.7782458	148.901435	116.2171006
2-Mar	165.3219474	158.9476581	162.4889205	158.3710629	147.1967118	165.1163998	161.169993
3-Mar	249.6387245	132.3995914	122.5853986	190.5155618	109.2632016	155.346272	238.4811301
4-Mar	87.76011292	94.82624723	89.64325871	429.8047053	90.08498728	107.7791912	123.3359155
5-Mar	267.0695876	228.4518303	244.8176877	236.9739476	264.2535406	305.825534	188.7972271
6-Mar	895.3406061	637.740139	1449.463306	885.0153801	777.5272447	992.9709805	657.1019625
7-Mar	2540.906413	2985.544746	2601.434853	3038.36015	3140.034866	2944.547831	2733.513165
7A5	109.4794212	100.7871464	93.93725304	116.7380303	99.66796033	113.5435878	102.9829006
8-Mar	106.0817478	106.8501487	106.9348952	117.4262108	102.4979778	112.0736604	104.8605747
9-Mar	151.7460177	122.3619056	153.7147289	167.2271404	131.2158505	148.5689439	108.9019684
A1BG	111.6652011	117.1047069	105.4526625	112.9317314	115.9963871	107.0545488	113.4340474
A1CF	2039.425724	152.353211	1067.213854	657.6976376	161.0101756	154.2874713	101.9995455
A26C3	97.91880166	99.82735092	98.37437622	99.91481773	99.05042286	97.2763523	101.8784966
A2BP1	100.9145847	96.44100095	97.67298732	100.4101766	98.64736148	114.4105633	97.5314263
A2LD1	125.2346367	138.1735452	140.2279208	124.214729	162.8894058	137.6479143	159.365567
A2M	7594.861059	88.25311043	108.0670094	109.4819144	87.40359726	93.9293414	89.62864904
A2ML1	87.60778912	94.80094602	89.828353	86.36671752	87.21616612	87.44455319	97.30031119
A3GALT2	98.14782841	98.64031571	95.78803062	97.51727823	98.52848612	97.26934358	94.6328952
A4GALT	101.7210828	118.4028777	113.4602914	164.0532114	111.7862172	134.1449232	188.2242418
A4GNT	129.3702712	104.5272957	119.2912465	116.4669538	115.7509488	119.0679503	114.6669748
AAA1	271.574016	100.8609783	104.9026898	103.5831683	103.6677509	99.10003749	98.35103684
AAAS	172.4962773	240.4893458	192.1887624	184.1566912	273.8338923	199.3400788	248.5438322
AACS	318.0872594	278.9080692	261.9405	271.1097187	265.2305411	220.7240418	379.9674725
AACSL	129.754521	133.1486226	132.1468112	129.8478786	135.7054353	124.0859099	125.6673066
AADAC	868.5125364	104.9537691	135.1399982	97.46242917	97.70435901	109.8859927	100.5425482
AADACL1	209.6974744	250.8052773	168.106673	193.9295362	184.965258	162.1490435	219.8746618
AADACL2	101.2422782	102.6376528	94.35674735	97.63925147	103.7311989	96.6426643	99.03507824
AADACL3	91.97261002	97.39176799	93.67038891	97.10937873	94.30010247	99.66918684	95.81051828
AADACL4	117.4466991	138.6359705	114.3204947	123.4192384	127.1949385	130.5611877	101.9938902
AADAT	239.7183539	272.4772189	233.9667893	241.9656077	331.525099	240.5150002	195.534258
AAGAB	508.2896347	594.6574534	461.9516714	814.0293038	610.9349959	894.2477104	486.3145031
AAK1	132.9538174	115.9482447	151.1597559	120.9721073	105.2894388	125.6494036	118.9916753
AAMP	540.1644447	437.664148	492.2845704	640.2740766	493.9059628	483.3625067	520.4584647
AANAT	88.35024386	91.02146289	87.25968633	89.52000897	88.4464299	86.36537534	91.88089561
AARS	4011.879236	5306.591573	3752.940598	3861.392158	4629.712315	3207.745743	5914.73661
AARS2	399.5950716	421.8235368	500.8188589	395.4333854	497.0570775	359.2600878	596.0624904
AARSD1	389.3627005	436.0999171	495.828295	419.1201576	487.0747097	456.5479469	606.226356
AASDH	310.4728306	528.5637807	370.2018786	438.7678895	572.4039314	512.5728876	412.9076628
AASDHPPT	1044.588661	798.1899198	764.3933554	1238.78166	1035.684796	972.6900279	737.7652764
AASS	226.5770005	373.029391	239.8783482	247.1725868	427.3090727	309.1222954	1805.800647
AATF	345.283003	685.7743645	408.3809938	401.2285584	937.1839719	462.2478918	568.2404137
AATK	133.1880425	134.5345891	129.4031336	123.5184834	131.524642	125.5226991	132.309849
ABAT	180.0819837	121.0192243	114.3605869	122.4351455	126.4698699	117.8847074	111.9056566
ABCA1	5116.62492	1740.586624	5632.317783	1428.162289	2633.248436	2413.975137	621.2197505
ABCA10	116.3903555	118.3745179	119.3596994	122.591669	106.2991263	130.7250709	111.7502463
ABCA11	150.3408305	137.4010773	145.4251724	164.3632788	142.8457712	162.7614527	128.8973103
ABCA12	92.10992348	94.00003838	91.94003356	92.40261886	93.84168455	93.49822032	92.00623905
ABCA13	85.55705944	87.41906871	104.1651008	85.1070741	87.44255125	89.13446335	88.21307183
ABCA2	118.7837202	114.5615683	137.4049844	113.3928618	137.2003835	112.0946029	104.2858002
ABCA3	116.582129	125.944504	126.1990548	239.7236257	123.086395	180.9234679	236.1356682
ABCA4	107.3886821	135.0600001	102.394025	106.4064786	109.6136646	115.7647122	98.52500853
ABCA5	108.8445067	90.34312409	107.6863654	147.7302144	87.73388594	127.0448991	91.05579878
ABCA6	123.4086761	103.8038465	101.4887819	115.4919241	98.07220651	230.8146229	103.0188303
ABCA7	117.1018272	118.9445355	130.2131622	118.2553598	109.2694569	117.261805	137.4520383
ABCA8	114.617287	94.31945915	101.7200581	104.1985294	98.99705257	152.3213289	100.2185263
ABCA9	123.6293217	113.5590454	115.4943396	120.1691422	112.4880878	130.350062	113.0813354
ABCB1	95.15322757	91.44424202	94.27693649	104.8455047	97.26587115	94.9414783	99.45542117
ABCB10	623.8316885	529.2326474	649.1620561	637.3343684	662.6892536	546.7303227	367.0088991
ABCB11	119.567015	98.28460784	97.22912878	96.26310971	99.27778338	100.4784453	102.0621608
ABCB4	109.7418077	115.6750931	99.54312391	98.17847895	127.1956477	108.5969438	106.8261963
ABCB5	89.58504026	89.88870658	86.1929316	86.59915989	89.15767333	88.56604118	89.256853
ABCB6	505.9035609	279.2345121	457.0800864	303.1894837	260.9785224	218.6110603	473.3874538
ABCB7	569.8810197	587.5297812	469.3293522	595.339894	693.2570498	620.0015575	691.5349309
ABCB8	105.8723534	111.1440122	100.3953786	114.9113117	112.3725024	111.8779335	111.105568
ABCB9	161.5651796	161.4324905	159.5966578	160.9476807	178.3196983	151.5180627	174.1128908
ABCC1	114.0318059	124.8172436	131.5229956	109.0438739	125.8310204	114.1232982	134.4144922
ABCC10	174.0917717	145.0153969	226.4377456	176.841347	157.882884	189.6778239	159.3926437
ABCC11	106.6948637	98.91815584	102.7258926	96.07583488	98.88467845	100.5525564	98.63906449
ABCC12	91.56356572	110.7277343	113.3682411	103.6073041	114.2494871	93.58121401	94.97539109
ABCC13	104.0149409	104.7887009	101.8541435	104.3612997	105.0658592	99.60260862	103.3770106
ABCC2	188.8728031	95.49960927	128.4185192	95.85604224	94.34469638	98.52638236	107.7042021
ABCC3	311.7095048	114.032109	120.1087286	118.356601	116.4201379	112.2266786	114.4522461
ABCC4	225.7399448	1236.319334	501.7314895	189.6172491	346.6841722	221.2871304	293.853527
ABCC5	363.5491147	278.4880596	652.7788192	589.3657695	345.3047933	527.881403	387.8903145
ABCC6	197.2850263	110.2221812	129.0708193	119.8798355	118.0695644	116.8469723	109.5954684
ABCC6P1	377.0418981	129.2250013	153.6101798	127.4498522	148.2588513	124.4571046	113.5090922
ABCC6P2	300.3650816	142.4329193	156.063179	140.79108	149.2328952	138.39589	138.7287424
ABCC8	91.58666513	91.99513965	92.1738417	253.6063802	90.8328239	90.54543214	97.34875159
ABCC9	111.830307	105.9552807	106.7357733	112.5724943	111.4735787	106.5893131	110.4000879
ABCD1	118.268722	99.12265776	127.1743466	107.183668	93.76031689	118.1141415	103.6663081
ABCD2	95.16754379	91.85325812	94.53673575	90.68848871	91.07289837	89.90940229	90.8214578
ABCD3	618.1327547	355.0482246	478.8202094	326.0696157	395.2633471	333.7378542	279.2678225
ABCD4	111.1889408	106.9560615	113.6827951	109.7286928	108.5748618	112.4137439	110.9920751
ABCE1	687.6449718	849.7993247	661.8425148	583.259722	1003.10713	645.7880161	1110.654466
ABCF1	1299.050634	1554.592181	1416.568094	1319.139395	1491.190063	1357.940186	1995.415072
ABCF2	147.973545	182.7988173	167.8020654	169.9884224	202.1805637	181.3933502	195.1705362
ABCF3	135.0668554	120.2692124	159.9670195	134.7204137	131.7845203	138.0420764	143.3853253
ABCG1	120.919063	116.4740467	121.1194506	124.4148654	119.9722995	122.5559795	117.6189361
ABCG2	111.4179097	86.9390612	117.5352275	110.4551029	90.74380053	95.7486238	95.72180614
ABCG4	114.0145092	157.0615793	153.7190426	145.9364581	136.1151025	126.5643103	174.728451
ABCG5	105.3320017	106.5335121	109.7752269	101.1756386	108.3547658	107.7486371	104.6870001
ABCG8	111.4779999	104.4203198	103.0415129	100.4552238	107.8243819	105.8985971	100.232708
ABHD1	98.26156728	110.7150741	96.73471442	111.1129073	113.3758071	107.7937826	117.5030902
ABHD10	410.6414177	426.8798119	305.6873662	368.3654348	353.7691401	309.8958904	403.9934215
ABHD11	195.8304551	252.8105503	183.2808729	198.8037257	242.2216889	178.3578704	151.8935633
ABHD12	334.0560845	269.0348132	260.6101085	252.9519512	260.8866694	243.1628894	298.0094046
ABHD12B	105.9618475	102.6080626	101.7738201	106.7677981	103.7466671	101.6227162	137.4105808
ABHD13	117.2672041	114.2490487	116.435384	129.1299259	110.7288293	136.3925606	108.9362221
ABHD14A	374.2351552	268.8202639	253.3753315	457.0378951	295.6345904	418.7553323	195.1204413
ABHD14B	136.8017559	99.68324079	109.0051679	107.9348941	109.9779424	101.3380545	110.5651697
ABHD15	199.3383512	117.6898029	467.0169526	344.6241037	120.2467381	170.7858753	133.6239896
ABHD2	129.1299281	119.1984919	120.1337018	128.9089516	118.0017894	126.0244435	128.1688908
ABHD3	884.893404	345.7463131	362.1330234	367.5380294	261.8674343	242.0665352	216.2057296
ABHD4	156.9200293	199.6749056	228.3602754	173.4643449	160.5645651	165.5572094	185.6492353
ABHD5	239.844248	359.2030097	479.113073	209.6448321	259.1092555	191.1128137	285.1071842
ABHD6	431.6444537	262.6901235	504.3009456	217.1192969	241.8650531	206.3326399	207.7776598
ABHD7	173.0013915	126.7280093	163.8418284	173.9204317	135.2289511	172.0966946	146.1350858
ABHD8	536.6535855	433.0035681	461.3705062	536.9529159	338.9312561	616.6291383	468.5235244
ABHD9	178.0592915	390.4475987	162.4760029	190.1815499	240.3421801	148.6844124	660.4944592
ABI1	404.0854395	374.1414382	397.4688944	434.3387828	380.6328507	385.8044041	303.9561556
ABI2	267.4419584	336.1202154	265.2446731	331.5094413	386.3410969	354.7279272	337.7699367
ABI3	99.15192627	103.3588079	122.7555266	99.77785911	97.98090343	99.69609414	131.7241576
ABI3BP	153.4260895	104.5632449	107.9079569	104.8313694	103.3076885	101.2998891	109.2448836
ABL1	379.1668601	463.2666044	623.8912913	450.9844999	560.2613954	488.5014651	430.9302972
ABL2	107.5203374	107.1236019	110.354328	104.9460245	107.0155804	110.0684384	108.7778387
ABLIM1	341.5833532	245.0680566	264.1181757	362.6424963	359.61235	310.1353663	360.8942685
ABLIM2	110.8794357	90.90486249	102.5959268	198.7069606	102.3261007	144.8782052	103.5644192
ABLIM3	133.6268273	95.28003339	105.6998757	97.29045679	95.18597504	96.07928253	97.48068011
ABO	90.96150555	87.21997251	100.8840201	89.27902552	90.10125994	89.91505133	89.72095707
ABP1	95.54262243	92.26623433	100.9851161	111.6153073	101.9022304	103.3654918	99.76770236
ABR	440.3850868	473.1875113	709.8862044	602.0493216	571.2596401	602.4679318	405.4357759
ABRA	90.25491161	95.03415637	93.31250548	89.1563319	93.01825956	93.71607117	92.55349073
ABT1	175.6003443	182.3121582	191.2092823	188.5802538	195.9030299	193.3987078	162.6932565
ABTB1	114.6161879	141.6298749	145.144648	163.8207366	155.6239985	155.3855517	140.7790037
ABTB2	129.8599312	116.9331293	181.5783134	145.9449488	111.1752006	144.3926717	116.4449471
ACAA1	2340.596585	335.0724963	975.7217273	663.9754974	358.2867561	667.5940225	367.8264366
ACAA2	2131.440695	1573.01334	2442.418805	1372.771697	1620.781831	1418.714179	2078.320552
ACACA	904.339384	399.9517226	611.8305368	590.9225207	512.4651369	531.5643044	1114.89976
ACACB	375.4158835	180.7253417	340.282458	795.3099199	259.4526004	322.125202	291.633248
ACAD10	328.4113316	288.1646312	293.4264359	350.9943598	345.9303855	404.0965205	260.5918151
ACAD11	2061.896852	1293.714974	682.2106013	612.8588566	486.7345397	1175.735325	911.478908
ACAD8	322.4686052	327.7317817	302.2004277	449.1466728	380.9502059	517.2240625	617.8299255
ACAD9	557.2841051	464.6782291	487.8195683	508.6675556	552.7999807	433.3778133	537.0602855
ACADL	115.8300185	118.6180484	132.2640879	98.8285036	106.0160934	122.6383844	111.0991539
ACADM	1834.946512	1624.779436	1523.508858	1783.483172	1533.18224	2255.195532	1541.457066
ACADS	178.6213664	119.5672264	176.407101	129.8600168	139.9165194	132.4487258	131.4112257
ACADSB	586.3285122	152.4537679	168.7842791	124.602354	154.2400426	133.7194325	122.5183877
ACADVL	2384.26214	785.4507464	1653.589381	2105.037113	953.172742	2167.447409	935.1300287
ACAN	90.39005461	86.19858893	85.90200133	87.15212632	91.40700604	92.32897668	90.26678375
ACAP1	99.93276628	93.36401689	95.22196214	90.45946452	96.96603604	97.85028731	186.9802229
ACAP2	215.3154354	323.7643521	235.7964347	255.9692982	319.0680344	257.791106	356.2802757
ACAP3	99.59152166	88.84938214	111.7922086	102.4615759	92.46972793	106.6473158	92.30354904
ACAT1	2311.751072	937.5480558	1103.212687	1482.566232	1017.047575	1407.97488	1734.65845
ACAT2	1704.10234	1666.373054	748.032622	878.762403	984.5986439	668.8862374	2311.001544
ACBD3	1247.684511	1109.900375	1265.73938	1073.884233	1100.59344	1029.293817	954.0385214
ACBD4	125.9527982	130.1467893	124.3476542	121.5693448	123.8029006	122.2255479	122.4634076
ACBD5	122.3745319	117.0895289	124.6168901	126.0422608	119.4015812	116.0050713	115.8028765
ACBD6	189.349474	326.5314315	226.0279424	307.6254291	306.7462814	300.8831864	498.8641703
ACBD7	116.4243408	171.7021095	122.8976979	238.5998364	201.5509554	180.2738923	217.0706267
ACCN1	99.38831024	94.3510653	130.2568729	141.825888	98.33174073	96.14916839	105.8473429
ACCN2	133.7405204	152.7261598	144.6659338	152.9881456	198.759481	129.365353	121.0202731
ACCN3	102.8288361	99.17379749	103.5493698	106.4033864	103.3902717	109.7619644	100.0161045
ACCN4	97.60136938	99.87724887	98.94154049	110.7269189	99.62869318	100.6334998	95.96802786
ACCN5	101.4312323	98.72625983	97.5995331	97.05290923	95.99679834	97.05347538	100.6333711
ACCS	123.6485717	120.1176564	127.2274505	138.5079981	143.8493984	141.3770309	201.8226291
ACCSL	96.19870002	92.17780504	96.91876109	94.08672248	98.12131383	99.16583405	96.37545984
ACD	229.2543819	341.0638121	302.1786943	252.4043677	331.8860852	276.7885529	415.2761894
ACE	95.28403523	97.54202593	98.83256266	98.73762268	93.9244586	95.22263396	94.7598721
ACE2	129.9402083	129.8366672	108.7447759	112.0941219	108.2977602	112.0755352	109.3292677
ACER1	95.37286212	94.31933715	94.3568196	94.96056711	96.70180001	93.65221382	95.55164821
ACER2	155.9468637	183.2457382	146.9725045	153.312745	194.27733	150.6426527	163.2929511
ACER3	159.0643897	174.4114817	216.9087761	166.6623194	164.4760618	191.3634215	149.6642987
ACHE	106.4666967	101.5550374	110.2008226	107.5621215	102.3445008	109.2947816	116.9737479
ACIN1	683.69277	742.0873033	927.9276432	591.6075073	886.7451684	736.7667322	764.4460605
ACLY	2202.528817	1716.647313	2014.950349	1887.700881	1989.785437	1527.59662	2611.971192
ACMSD	519.6737383	95.18080983	98.20403488	97.26476352	94.31128282	94.32487104	92.2684413
ACN9	686.1265295	617.3287671	418.7919229	686.6287665	837.1564058	726.5457641	944.4995925
ACO1	2937.403268	2781.758003	2971.994325	1333.15616	1769.17937	1450.812668	2030.191224
ACO2	424.2257824	507.8887563	644.8306157	401.9041	543.5400995	455.1356129	490.6240003
ACOT1	139.972013	96.43455171	111.0090081	112.8737094	107.548575	113.2285071	143.0045596
ACOT11	147.5135095	140.396427	132.5458533	107.0952501	117.329043	101.8949089	144.9482881
ACOT12	128.6147436	92.01250766	136.227275	92.07205771	99.30281479	101.4245902	97.34427241
ACOT2	178.6288301	107.3257253	116.4156078	116.900573	114.0059494	120.9146289	151.2865498
ACOT4	120.5254269	117.3784878	125.4139389	116.2639801	136.6627741	125.944072	175.8337461
ACOT6	104.0881082	106.8926266	102.3699217	94.31416638	99.12226743	96.19190328	101.7060588
ACOT7	225.1532368	537.3678147	486.4320234	787.8876652	438.7481982	317.542953	846.6203291
ACOT8	166.8065227	172.4284578	179.6296591	168.0805008	147.8199628	184.5209127	218.0849546
ACOT9	277.9563109	382.5501275	284.8691447	267.5273925	308.7320286	293.8813025	564.8008978
ACOX1	288.2925863	148.4337154	192.3742149	207.4119387	149.0512467	183.9342308	195.1881417
ACOX2	1801.022881	314.9239859	727.5347793	205.937447	645.9042107	547.5028519	178.3577872
ACOX3	252.2065657	373.1842206	210.5205729	207.9905751	282.2506245	234.6283056	202.9547284
ACOXL	91.00172488	90.03823413	96.54660587	90.60294452	88.25015883	94.14371356	107.5024959
ACP1	3831.836208	3990.767939	3019.634589	4050.232739	4035.692162	4074.652565	3496.280796
ACP2	420.1679773	214.9725042	362.9821131	324.3749224	233.3785507	314.441119	225.6318029
ACP5	87.49868304	95.54183385	88.65260943	95.40878474	90.01826508	92.18305336	153.6593251
ACP6	226.605486	197.8540536	162.3930891	233.0299013	218.9403319	193.9930262	281.4374232
ACPL2	429.6395255	588.1888684	606.9880288	506.5647109	601.5122183	491.4076012	426.7409576
ACPP	115.258747	301.5352423	115.3929809	124.4788671	239.6877585	134.1255045	113.6335332
ACPT	115.7628196	120.3750478	116.9501207	119.6325141	113.9532878	110.7301569	123.3520136
ACR	101.9953801	96.8403943	103.2929321	98.62095511	101.8855407	99.86802418	102.7088863
ACRBP	99.02452833	94.37330263	101.1554764	102.8022741	96.85055185	105.1536869	98.96334713
ACRC	175.1302181	145.4159198	191.0150887	150.0031072	149.8126349	149.6709053	149.3205554
ACRV1	100.0546764	96.21571721	100.6587921	100.0128817	100.0526993	96.69579558	98.60275453
ACSBG1	102.3294562	109.4347967	105.9512088	104.368291	112.5279526	107.0494971	144.0371
ACSBG2	93.60582195	93.89606273	105.2259269	99.75872418	91.47916154	106.4550219	92.46037719
ACSF2	459.7737015	221.6114399	452.0448264	268.775785	269.0379029	226.4597475	195.3068774
ACSF3	109.315709	123.1302736	120.0967863	113.0681471	111.9606282	124.8485822	117.6664199
ACSL1	591.3655065	226.614093	547.0309133	1853.782631	311.1603209	2180.896202	188.3207615
ACSL3	912.1061887	566.2583414	545.3088478	547.8564909	431.5688043	445.6886204	766.1789088
ACSL4	1187.699624	219.3947486	178.587975	217.6459	190.0956878	197.7269213	259.0486863
ACSL5	226.0061683	94.04484905	97.86510453	94.54423516	94.21840791	91.67706138	94.20680968
ACSL6	91.81606104	95.64872621	94.37214347	95.01614331	93.4549045	93.83937917	96.07707195
ACSM1	92.23793215	98.17934693	89.80248677	89.42504586	90.53450902	90.14815732	92.42893908
ACSM2A	127.528492	101.023704	95.21152953	91.39714125	100.0318179	96.29582894	92.93344831
ACSM2B	128.1455729	98.24867092	93.76820735	98.79373243	100.7434159	101.7403788	97.60452237
ACSM3	310.5814807	182.9000234	135.8281168	216.7980821	415.4210122	149.4832112	149.8991099
ACSM4	96.74307293	93.51853091	95.93721361	97.13306379	94.45584442	97.55478746	102.285975
ACSM5	100.4104084	100.9816067	101.962106	98.39306872	95.48853895	94.24911895	98.80993272
ACSS1	104.1414549	105.3002742	100.9551731	100.7225278	97.16372445	104.0284413	107.6877552
ACSS2	1800.213864	375.5741311	451.2418461	285.4969269	312.4309588	302.5342885	504.3019224
ACSS3	146.5614097	132.323587	151.3380949	141.7431938	135.5443266	135.9945603	135.2230826
ACTA1	139.7764899	111.5387051	130.9941833	443.4510616	101.6733539	5022.109559	232.6849847
ACTA2	583.3046311	281.9548143	207.5086052	377.1698105	162.9855767	267.056389	165.8717776
ACTB	15395.84777	13570.83135	16168.91277	14973.21028	14029.74322	16092.49947	14353.14161
ACTBL2	95.61591933	97.78901183	96.89641725	97.99518863	95.06595888	103.6145285	95.84287167
ACTC1	100.6561956	121.6657573	119.6789692	169.6806959	117.9462339	516.6885896	221.3057255
ACTG1	16759.4492	15132.28479	15518.40883	15645.90192	14386.23562	16728.25247	14023.71062
ACTG2	106.8542442	114.0820461	116.3135695	109.8658298	93.04626051	307.511421	262.4351482
ACTL6A	1129.215491	1910.90279	1314.643847	1903.630647	2233.561714	2415.753898	2070.112596
ACTL6B	104.1215103	97.99943209	105.0623895	221.8230179	96.93467481	121.9451344	137.2760718
ACTL7A	88.17047799	92.93598697	87.49106295	88.0877437	86.38716935	88.24128598	88.48518857
ACTL7B	99.38783315	100.3146231	89.64357539	99.96335292	100.085079	95.17114367	92.89713368
ACTL8	104.667377	97.79692021	107.0855566	107.5125704	103.6913193	100.0185368	113.2703361
ACTN1	1132.607771	1088.045413	746.1298223	939.7950101	588.7397494	927.8353604	1678.006306
ACTN2	95.75292056	92.84007644	97.36746476	91.90093395	92.58236773	97.44955039	99.87974905
ACTN3	97.6164267	132.8043056	107.1913409	130.1373678	118.917584	129.1165491	317.3262333
ACTN4	1120.222668	548.1729773	948.8693446	803.0182234	522.283478	832.289806	620.5656846
ACTR10	932.0350837	1087.867818	1025.510033	1365.711271	1146.371485	1629.646083	928.9013018
ACTR1A	914.6088955	1119.997156	1026.304595	1151.436343	1127.644869	1221.14985	1107.24326
ACTR1B	724.983737	485.9015388	571.4329897	708.2118305	595.462201	628.6168322	530.5502631
ACTR2	3124.762495	3647.804011	3568.985011	4104.764236	3247.981194	4397.907545	3092.081774
ACTR3	1075.509468	1001.639356	959.9800354	1335.921197	862.160552	2317.190372	1042.788925
ACTR3B	117.6016412	170.0527777	118.3744832	125.5746541	177.2672463	128.3951081	163.4325964
ACTR5	175.8320428	230.0717994	229.7324983	179.2162379	245.2706908	220.4558794	376.6176417
ACTR6	1001.692554	1112.137095	1953.17449	805.3164038	1001.773156	914.3320945	913.8014555
ACTR8	283.8171554	219.8062195	258.4886794	314.433997	240.1505367	369.508358	208.6891377
ACTRT1	141.4511359	137.3426854	140.2889858	139.0366135	132.5472784	127.3822789	141.256131
ACTRT2	99.49432755	116.2335125	109.2329142	105.4220247	129.1044067	129.0481515	91.11195814
ACVR1	1038.165646	792.8718534	813.2913986	923.6261198	740.0406108	910.606686	1031.133826
ACVR1B	508.0300877	433.4003372	397.7220466	517.006002	453.6047513	384.4271535	256.4140815
ACVR1C	102.5789019	95.591067	98.30283464	110.3971324	111.4557657	102.5929313	104.6825358
ACVR2A	371.5116324	282.9798144	371.486046	338.425007	279.7734246	245.1395928	232.418637
ACVR2B	122.3437472	176.4377349	145.9008146	120.2697714	165.7723756	126.620351	141.3077265
ACVRL1	98.43358964	93.49065176	97.14402244	98.39685187	96.30516367	97.08050011	98.39410932
ACY1	1197.810571	535.3116858	497.5933806	209.0987009	473.6241967	267.7189801	557.195851
ACY3	107.5807249	91.71136804	121.6543302	100.4406814	104.6679725	102.0423174	93.04248559
ACYP1	249.9824293	690.8640524	191.2977753	401.9512583	527.9389122	272.6044779	434.4979814
ACYP2	187.4434883	149.7986818	151.0139366	229.5852913	140.0156101	224.6649551	145.8145977
ADA	239.0592274	446.4978737	278.9038128	237.0437375	362.7767095	378.281927	526.0767583
ADAD1	98.0380816	95.60490035	118.4348163	96.32700154	101.5398798	97.97707187	95.4574739
ADAD2	94.3407648	87.39759865	95.39309086	89.54304629	92.06837027	87.29567271	117.9386732
ADAL	150.2021687	166.5634444	156.6999802	156.9669307	201.718376	174.6905007	184.0454762
ADAM10	498.1884252	505.7404795	628.6200391	483.1179756	473.1722867	420.1535382	346.1424257
ADAM11	93.75956322	110.475987	104.8179524	95.55878356	112.1203051	97.20794013	106.4628874
ADAM12	110.6746369	109.7863748	107.9721075	109.3138852	108.3176725	109.3944678	109.5309796
ADAM15	162.5938232	266.1576744	168.6226336	231.8304042	257.0937286	162.4130559	306.8566746
ADAM17	394.3732796	387.8684317	380.0774331	374.9391037	380.2745131	398.8680814	328.2000696
ADAM18	93.74916258	91.3522621	88.79670111	87.95276061	86.78047429	92.02982159	88.64517767
ADAM19	250.7996474	618.8570405	1317.653975	226.2226652	360.7458771	334.8306131	437.1150852
ADAM2	118.6718653	125.2709414	116.6919318	120.128281	118.5647943	125.0748841	120.4982055
ADAM20	89.78761887	85.16398089	91.82180924	94.73640537	86.37013497	89.36672748	90.45736702
ADAM21	97.94519959	102.9345223	99.29997365	98.2487866	94.08384172	95.48697714	100.211446
ADAM21P	94.2122803	101.1393452	95.89607367	98.6208988	103.2881702	99.43817104	102.672753
ADAM22	97.029172	103.4033152	100.8670853	101.1612914	107.0862532	100.9239882	108.2028812
ADAM23	125.5636058	236.9931528	137.1068757	139.3591307	217.8662515	139.1454642	315.7763678
ADAM28	96.63607785	102.1284506	98.01636775	103.1907567	107.1841086	99.47278519	98.54497963
ADAM29	111.5835014	100.7544914	110.3711117	108.724292	104.0585436	109.4787071	109.7346707
ADAM30	93.23184231	101.8749431	99.82976219	97.80449798	97.33608908	87.05584845	95.08686069
ADAM32	106.6514827	111.9864759	112.9935806	105.7890385	102.1611687	111.0136852	104.5954615
ADAM33	102.3197882	105.8985981	104.683268	104.7866601	102.9144708	105.0738243	108.7021456
ADAM3A	99.49911269	99.19680926	97.77390469	99.19738326	99.52048119	101.3089297	97.52841424
ADAM5	89.19954051	97.28903851	93.88906607	96.81429275	94.2144521	97.51756748	93.72001884
ADAM5P	90.43842831	90.54990958	91.24488863	87.5247345	92.81647487	88.24218061	89.71110131
ADAM6	104.8507819	106.5121656	107.0721616	111.8037155	106.8033502	105.8879504	107.5821047
ADAM7	107.7281221	99.19264295	105.8128094	109.9663219	107.6466177	101.0276344	109.3390801
ADAM8	121.5429602	96.6336143	135.2332794	151.0074354	113.9835353	117.9723488	102.7496431
ADAM9	454.5043995	204.4847064	347.4878919	299.5049646	195.7911922	222.983111	162.5028797
ADAMDEC1	94.96955369	97.46662275	99.0180708	98.49078969	99.49996144	91.2351046	96.2765812
ADAMTS1	305.0894413	342.5423195	617.3210688	171.4553851	267.3580243	129.6442544	278.4648305
ADAMTS10	99.92950757	91.10293631	95.63410906	100.9066296	98.46792295	99.83179031	97.53253626
ADAMTS12	93.68409222	95.0506134	95.14596029	93.53112949	100.0063261	92.42545571	94.18758334
ADAMTS13	102.2770656	101.6352448	105.4841821	99.39716947	102.6021121	104.1395913	101.6402465
ADAMTS14	97.4077412	93.44067162	95.69133114	96.65089159	95.08815974	96.96605853	96.65314624
ADAMTS15	118.5467425	120.2087833	113.6231134	116.4809689	119.6333877	112.820378	120.8488633
ADAMTS16	93.32364587	93.10227632	108.9524633	104.5267471	104.6151695	90.27616123	102.9755528
ADAMTS17	101.4116653	98.18936379	105.7226752	119.1147848	110.2490012	102.010927	107.5823984
ADAMTS18	106.7104921	139.8183283	103.5175373	122.9960184	150.4280187	101.5415844	102.0630614
ADAMTS19	282.2804609	618.9988916	2131.855008	191.1229147	1842.286309	425.0506829	485.577164
ADAMTS2	96.53841	100.5550815	98.47514051	101.7643356	100.382266	96.42035377	99.84998682
